arm,completed_epoch,step,metric,value,population,source
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin0_confidence::ct_epoch_calibration_sampled,0.07283596694469452,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin0_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin0_count::ct_epoch_calibration_sampled,615.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin0_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin0_count::ct_epoch_calibration_sampled,509.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin0_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin0_positive_rate::ct_epoch_calibration_sampled,0.07804878056049347,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin0_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin0_positive_rate::ct_epoch_calibration_sampled,0.07858546078205109,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin0_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_confidence::ct_epoch_calibration_sampled,0.26396775245666504,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_confidence::ct_epoch_calibration_sampled,0.2779078185558319,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_count::ct_epoch_calibration_sampled,49.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_count::ct_epoch_calibration_sampled,104.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_positive_rate::ct_epoch_calibration_sampled,0.20408163964748383,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin1_positive_rate::ct_epoch_calibration_sampled,0.21153846383094788,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin1_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_confidence::ct_epoch_calibration_sampled,0.41737255454063416,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_confidence::ct_epoch_calibration_sampled,0.483788400888443,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_count::ct_epoch_calibration_sampled,2.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_count::ct_epoch_calibration_sampled,49.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_positive_rate::ct_epoch_calibration_sampled,0.5,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin2_positive_rate::ct_epoch_calibration_sampled,0.40816327929496765,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin2_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_confidence::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_confidence::ct_epoch_calibration_sampled,0.6555541753768921,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_count::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_count::ct_epoch_calibration_sampled,3.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_positive_rate::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin3_positive_rate::ct_epoch_calibration_sampled,1.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin3_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_confidence::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_confidence::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_count::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_count::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_positive_rate::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_calibration_bin4_positive_rate::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_calibration_bin4_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_ece::ct_epoch_calibration_sampled,0.009014157578349113,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_ece
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_ece::ct_epoch_calibration_sampled,0.02190658077597618,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_ece
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_negative_count::ct_epoch_calibration_sampled,607.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_negative_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_negative_count::ct_epoch_calibration_sampled,580.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_negative_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_negative_mean::ct_epoch_calibration_sampled,0.09300226718187332,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_negative_mean
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_negative_mean::ct_epoch_calibration_sampled,0.1195911094546318,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_negative_mean
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_positive_count::ct_epoch_calibration_sampled,59.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_positive_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_positive_count::ct_epoch_calibration_sampled,85.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_positive_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_help_positive_mean::ct_epoch_calibration_sampled,0.13933123648166656,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_positive_mean
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_help_positive_mean::ct_epoch_calibration_sampled,0.2621808350086212,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_help_positive_mean
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_population::ct_epoch_calibration_sampled,1.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_population
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_population::ct_epoch_calibration_sampled,1.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_population
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_ap::ct_epoch_calibration_sampled,0.31981974840164185,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_ap
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_ap::ct_epoch_calibration_sampled,0.7097067832946777,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_ap
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_auprc::ct_epoch_calibration_sampled,0.31981974840164185,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_auprc
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_auprc::ct_epoch_calibration_sampled,0.7097067832946777,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_auprc
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_auroc::ct_epoch_calibration_sampled,0.8109641671180725,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_auroc
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_auroc::ct_epoch_calibration_sampled,0.930518627166748,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_auroc
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_confidence::ct_epoch_calibration_sampled,0.05306435003876686,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_confidence::ct_epoch_calibration_sampled,0.02868969738483429,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_count::ct_epoch_calibration_sampled,569.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_count::ct_epoch_calibration_sampled,496.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_positive_rate::ct_epoch_calibration_sampled,0.05448154732584953,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_positive_rate::ct_epoch_calibration_sampled,0.02822580561041832,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin0_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_confidence::ct_epoch_calibration_sampled,0.2873775064945221,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_confidence::ct_epoch_calibration_sampled,0.2917860150337219,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_count::ct_epoch_calibration_sampled,65.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_count::ct_epoch_calibration_sampled,73.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_positive_rate::ct_epoch_calibration_sampled,0.16923077404499054,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_positive_rate::ct_epoch_calibration_sampled,0.3835616409778595,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin1_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_confidence::ct_epoch_calibration_sampled,0.5135588049888611,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_confidence::ct_epoch_calibration_sampled,0.5000075697898865,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_count::ct_epoch_calibration_sampled,16.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_count::ct_epoch_calibration_sampled,33.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_positive_rate::ct_epoch_calibration_sampled,0.4375,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_positive_rate::ct_epoch_calibration_sampled,0.39393940567970276,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin2_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_confidence::ct_epoch_calibration_sampled,0.6762274503707886,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_confidence::ct_epoch_calibration_sampled,0.7205258011817932,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_count::ct_epoch_calibration_sampled,16.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_count::ct_epoch_calibration_sampled,32.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_positive_rate::ct_epoch_calibration_sampled,0.5,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_positive_rate::ct_epoch_calibration_sampled,0.65625,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin3_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_confidence::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_confidence
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_confidence::ct_epoch_calibration_sampled,0.8605324029922485,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_confidence
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_count::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_count::ct_epoch_calibration_sampled,31.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_positive_rate::ct_epoch_calibration_sampled,0.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_positive_rate
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_positive_rate::ct_epoch_calibration_sampled,0.8709677457809448,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_calibration_bin4_positive_rate
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_ece::ct_epoch_calibration_sampled,0.01880255527794361,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_ece
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_ece::ct_epoch_calibration_sampled,0.019263580441474915,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_ece
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_negative_count::ct_epoch_calibration_sampled,609.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_negative_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_negative_count::ct_epoch_calibration_sampled,562.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_negative_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_negative_mean::ct_epoch_calibration_sampled,0.08611349761486053,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_negative_mean
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_negative_mean::ct_epoch_calibration_sampled,0.08329477161169052,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_negative_mean
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_positive_count::ct_epoch_calibration_sampled,57.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_positive_count
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_positive_count::ct_epoch_calibration_sampled,103.0,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_positive_count
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_presence_positive_mean::ct_epoch_calibration_sampled,0.2713440954685211,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_positive_mean
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_presence_positive_mean::ct_epoch_calibration_sampled,0.5335183143615723,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_presence_positive_mean
full_cfc,1,50687,ct_epoch_calibration_sampled_sampled_utility_score_mse::ct_epoch_calibration_sampled,0.018439628183841705,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_utility_score_mse
full_cfc,2,101374,ct_epoch_calibration_sampled_sampled_utility_score_mse::ct_epoch_calibration_sampled,0.018799662590026855,sampled_diagnostic,output/20260911-023006-29_full_cfc_perf-nuscenes_car_seed42_60ep_bs16/lightning_logs/version_0/ct_epoch_calibration_sampled_sampled_utility_score_mse
