arm,completed_epoch,mechanism_endpoints,prepool_target_rows,target_rows_per_endpoint,retained_target_rows,conditional_768_to_256_row_retention,raw_extension_target_points,final256_target_points,raw_extension_to_256_point_retention,sampled_legal_candidate_rows,sampled_help_rows,sampled_harm_rows,sampled_neutral_rows,sampled_help_rate,sampled_harm_rate,sampled_target_present_rate,sampled_h1_utility,sampled_presence_ap,sampled_help_ap,sampled_batch_margin_perpendicular_mean,logged_mechanism_batches
full_cfc,2,191288,10058,0.05258040232528961,10058,1.0,669005,365069,0.5456894940994462,665,85,437,143,0.12781954887218044,0.6571428571428571,0.1548872180451128,-0.152838334441185,0.7097067832946777,0.37186598777770996,1.0001542310991722,241
full_gru,2,191288,9893,0.05171782861444523,9893,1.0,665597,359542,0.5401797183581056,682,94,428,160,0.1378299120234604,0.6275659824046921,0.15249266862170088,-0.1450696438550949,0.7052208781242371,0.40059515833854675,1.0001627424445885,241
