run,valid_rows,learned_rmse,cv_rmse,learned_minus_cv_rmse,paired_help_rate,mean_nll,coverage_95,sigma_parallel_median,sigma_perpendicular_median,residual_parallel_median,top1pct_nll_share,tail213_prior_loss,tail213_nll_loss,weighted_prior_contribution,weighted_nll_contribution,nll_to_prior_contribution_ratio
B1-only retryfix epoch30,1852,8.947280369212905,9.038610524819926,-0.09133015560702162,0.5701943844492441,110.50351085536435,0.4562634989200864,0.4730723053216934,0.3785505592823028,-0.6470029056072235,0.3147834022826608,0.9240723282378605,25.64907611975066,0.09240723282378605,1.282453805987533,13.878283839892493
B1-only rerun epoch30,1901,5.699820145842177,5.592396727771395,0.10742341807078226,0.04208311415044713,148.56818218750308,0.3114150447133088,0.3233213722705841,0.3229532241821289,0.9420086145401,0.6724859566282799,0.6810727034096427,25.325589534822203,0.06810727034096427,1.2662794767411103,18.592427363506964
