run,tracklet_key,success,precision,mean_iou,mean_center_error,frame_count,empty_fallback_count,failure_count,max_failure_streak,first_failure_frame_index,first_failure_source_frame_index,first_persistent_failure_frame_index,first_persistent_failure_source_frame_index,path_variance_count,path_center_gap_mean,path_yaw_gap_mean
M2,8ce4fe54af77467d90c840465f69677f,79.33333333333336,85.33333333333333,0.7965391137064116,0.29015234961733744,15,5,0,0,,,,,0,,
M2,f4af7fd215ee47aa8b64bac0443d7be8,89.16666666666669,93.88888888888889,0.8882171586765052,0.12831625656949253,9,0,0,0,,,,,0,,
M2,f2d9e6f194ee446eafc7a79fcb32994a,93.21428571428572,96.42857142857143,0.9295527422518614,0.055781963646769225,7,0,0,0,,,,,0,,
M2,9e5f09bc19cd473dae219194ada64f3d,83.125,88.54166666666666,0.8253345927740444,0.2267514713836886,12,0,0,0,,,,,0,,
M2,f5c0c1968ef0486cb3183e521841352f,91.04166666666667,94.375,0.907123220509388,0.10825761308538012,12,5,0,0,,,,,0,,
M2,e561b60694dc4514b6dddcfc5a5b6a90,87.5,92.77777777777779,0.8782572055299885,0.12746292314343877,9,0,0,0,,,,,0,,
M2,c283b224a9984736bff67a2f347866fa,22.5,17.1875,0.20917820652596197,15.262565814828495,8,0,6,6,2,2,2,2,0,,
M2,a6ca1e8c4eee458cb4981e02f58c954f,83.05555555555554,93.33333333333333,0.8362019727764518,0.13153826522184617,9,0,0,0,,,,,0,,
M2,898c8b3c29d64d80806dd5e5fc6c02d3,90.00000000000001,96.24999999999999,0.9173360574816986,0.05705615219331833,6,0,0,0,,,,,0,,
M2,19f5d51759454803ae8bbc45bfb92737,76.25,87.08333333333333,0.7654423552862957,0.24944053509853856,6,0,0,0,,,,,0,,
M2,dc762bf1bc694d3e8141bf592f9b1456,29.464285714285715,27.499999999999996,0.2857166839199277,9.353071519964345,14,1,9,9,5,9,5,9,0,,
M2,e73ba8faf67d40c8b6b653489393ef8b,71.61764705882352,82.35294117647058,0.7195321566272109,0.35648769452870976,17,5,0,0,,,,,0,,
M2,68dbf490d231446f92fa7dbd366c8b93,86.73076923076925,92.6923076923077,0.8661047240215644,0.1455430230162706,13,7,0,0,,,,,0,,
M2,713b6bedc51f4d1b9802a13aec39aaf3,80.55555555555556,89.44444444444444,0.8102932442553447,0.1991162201370972,9,0,0,0,,,,,0,,
M2,200c440c0e9b4627ad4f3047227016a2,7.023809523809524,4.761904761904763,0.04818585243084264,33.57968291887665,21,15,20,20,1,1,1,1,0,,
M2,007842c92eaf4351b5a9678f7e7094f3,78.33333333333333,91.25000000000001,0.7895685803824096,0.17515008301324927,6,0,0,0,,,,,0,,
M2,1f8d7e8410ed435da374688590a13b0a,74.79166666666667,88.125,0.7533599145551925,0.24095622351580678,12,1,0,0,,,,,0,,
M2,7328a1bef88b4e84aa2ee0d837effd8d,97.85714285714286,97.85714285714286,0.984854941120957,0.013675493329684233,7,0,0,0,,,,,0,,
M2,dce1fda2d70945c792dcc27074ec6aa9,39.62500000000001,57.125,0.39252032850351826,1.7864511016782623,20,0,4,4,16,32,16,32,0,,
M2,2a42fd0e123c455fbaeb1c5f03dba0b2,92.3076923076923,95.38461538461537,0.9260517741446944,0.07244008760451214,13,0,0,0,,,,,0,,
M2,f3995943006145ca8a7bc375527f0aba,13.33333333333333,11.111111111111112,0.11606885258581243,30.55554353676923,9,4,8,8,1,1,1,1,0,,
M2,2cc84e32d40647b185276f8d7baf5322,59.999999999999986,81.25,0.5977366107000072,0.3920602221166718,6,0,0,0,,,,,0,,
M2,d0f5aace57684923b8a44b554b006fb2,36.375,63.87500000000001,0.3656864792032528,0.7293505429634184,20,1,0,0,,,,,0,,
M2,84755505e70547af890aff9db860f692,79.06250000000001,73.75,0.790883769249793,0.5241127687798327,16,5,0,0,,,,,0,,
M2,349232409f354033b215b5e37c3312ab,84.16666666666669,89.375,0.8475443692550063,0.20245348279911915,12,6,0,0,,,,,0,,
M2,f7f666bf92c049bea8fabc42a8831005,96.875,97.70833333333333,0.9695163347225418,0.020189758641064183,12,0,0,0,,,,,0,,
M2,b9df4a8540da4a3a94d7911ead8c1bc8,63.74999999999999,70.41666666666666,0.6399398520317543,0.5823937038624148,6,0,0,0,,,,,0,,
M2,06ff24b7f1e8479b934f1b74348028bc,17.794117647058822,17.5,0.16292597469749487,3.5546877687845644,17,2,13,13,4,8,4,8,0,,
M2,96c353e8f14d4a63ba2b844d43cffc42,80.00000000000001,89.99999999999999,0.7990935885674557,0.1953000498680731,13,0,0,0,,,,,0,,
M2,eaaf60765ee8478f8e0bd4942571c6fb,41.42857142857142,66.19047619047619,0.41637415543549094,0.6777250364307144,21,0,0,0,,,,,0,,
M2,802bbdc22d21477f8803a39a5e7e98bf,74.64285714285714,82.85714285714285,0.7475842047485255,0.36199788779913883,7,1,0,0,,,,,0,,
M2,ebb251e1e8b144c697dc28c22bb44b13,79.16666666666667,91.25000000000001,0.793425891893485,0.19075468495475736,6,2,0,0,,,,,0,,
M2,377df4ee88ec46c9be892080557263f6,83.26923076923077,90.76923076923077,0.8402812328097216,0.17628220577474413,13,4,0,0,,,,,0,,
M2,9c5151b34911482f8155ab55c3f5d32f,17.5,14.285714285714285,0.162690136628205,21.910841621493397,7,0,6,6,1,1,1,1,0,,
M2,3620feb00d744241a94855f3a8913a78,48.55263157894737,72.89473684210526,0.4870320217716519,0.5454121306150825,19,0,0,0,,,,,0,,
M2,6346de1c47584b34833d6df500d2ed6c,81.73076923076923,92.3076923076923,0.8211682482135548,0.16014871332306868,13,0,0,0,,,,,0,,
