run,endpoint_count,tracklet_count,success,precision,mean_iou,mean_center_error,empty_fallback_count,path_center_gap_mean,path_yaw_gap_mean
true,2285,106,55.283369803063465,67.20568927789932,0.5510138414374861,2.282068284960332,217,,
fixed,2285,106,55.252735229759296,67.21553610503283,0.5507332085668015,2.2863221349057685,217,,
shuffled,2285,106,55.215536105032825,67.12035010940919,0.5504792052324852,2.2903526952449513,217,,
