run,endpoint_count,tracklet_count,success,precision,mean_iou,mean_center_error,empty_fallback_count,path_center_gap_mean,path_yaw_gap_mean
A1,1257,91,56.78400954653938,66.71439936356404,0.566363499368625,2.2490239085542885,107,,
M2,1257,91,59.06324582338903,70.85719968178202,0.589541437148234,2.1007490746483564,113,,
