run,endpoint_count,tracklet_count,success,precision,mean_iou,mean_center_error,empty_fallback_count,path_center_gap_mean,path_yaw_gap_mean
A1,2285,106,51.14989059080962,57.760393873085334,0.5092833418385764,2.9120915221995034,229,,
M2,2285,106,55.283369803063465,67.20568927789932,0.5510138414374861,2.282068284960332,217,,
