frame_id,b2_version,candidate_id,base_target_count,expansion_target_count,pool_target_count,sampled_target_count,extension_pool_count,sampled_count,target_in_support,current_target_points,recursive_age,recursive_age_valid,support_actual_length,support_actual_width,support_volume,available,structural_available,recovery_positive,recovery_fallback,query_delta_t,gap_ratio,endpoint_foreground_count,tube_foreground_count,foreground_count,extension_foreground_count,search_valid,search_geometry_valid,search_new_support_valid,search_available,search_geometry_source_id,search_quality_valid,search_coverage_need,search_total_point_count,search_extension_count,search_extension_voxels,observation_error,observation_iou,observation_distance,kinematic_error,learned_motion_error,learned_error_parallel,learned_error_perpendicular,learned_cv_disagreement,b1_valid,b1_nll,b1_mahalanobis_sq,b1_coverage_50,b1_coverage_80,b1_coverage_95,raw_search_error,raw_search_iou,raw_search_distance,selective_error,selective_iou,selective_distance,raw_obs_error,raw_motion_error,raw_alpha_error,alpha_counterfactual_uplift,alpha_motion_helpful,alpha_motion_harmful,alpha_ambiguous,final_error,final_iou,final_distance,query_gate,query_gate_applied,query_shift_norm,router_gate,action_score,helpful_probability,harmful_probability,expected_center_gain,expected_iou_gain,center_gain,iou_gain,bounded_action_error,bounded_action_iou,b3_calibrated,router_applied_gate,router_evidence_valid,router_radius,residual_unit_parallel,residual_unit_perpendicular,target_residual_unit_parallel,target_residual_unit_perpendicular,residual_recoverable_parallel,residual_recoverable_perpendicular,residual_saturation,sigma_parallel,sigma_perpendicular,targetness_mean,targetness_max,targetness_entropy,normalized_ess,extension_mass_ratio,extension_vote_rms,presence_probability,presence_score,presence_target,acquisition_schema_version,global_target_count_exact,global_target_count_label,global_raw_point_count,base_raw_target_count,base_sampled_target_count,base_raw_point_count,base_sampled_point_count,endpoint_raw_target_count,tube_raw_target_count,endpoint_raw_point_count,tube_raw_point_count,support_union_target_count,support_union_raw_point_count,support_union_background_count,support_xy_target_count,support_xyz_target_count,support_z_clip_target_count,endpoint_target_center_inside_xy,endpoint_target_center_inside_xyz,tube_target_center_inside_xy,tube_target_center_inside_xyz,active_endpoint_error_xy,active_endpoint_error_z,active_tube_error_xy,active_tube_error_z,active_prior_source,active_support_truncated,active_endpoint_width,active_endpoint_length,active_endpoint_height,active_tube_width,active_tube_length,active_tube_height,pool_background_count,sampled_background_count,pool_endpoint_only_target_count,sampled_endpoint_only_target_count,pool_tube_only_target_count,sampled_tube_only_target_count,pool_overlap_target_count,sampled_overlap_target_count,cf_learned_2_1_z0_valid,cf_learned_2_1_z0_xy_target_count,cf_learned_2_1_z0_xyz_target_count,cf_learned_2_1_z0_target_bearing,cf_learned_2_1_z0_raw_point_count,cf_learned_2_1_z0_background_count,cf_learned_2_1_z0_support_volume,cf_learned_2_1_z0_truncated,cf_learned_2_1_z0_endpoint_error_xy,cf_learned_2_1_z0_endpoint_error_z,cf_learned_2_1_z05_valid,cf_learned_2_1_z05_xy_target_count,cf_learned_2_1_z05_xyz_target_count,cf_learned_2_1_z05_target_bearing,cf_learned_2_1_z05_raw_point_count,cf_learned_2_1_z05_background_count,cf_learned_2_1_z05_support_volume,cf_learned_2_1_z05_truncated,cf_learned_2_1_z05_endpoint_error_xy,cf_learned_2_1_z05_endpoint_error_z,cf_learned_2_1_z10_valid,cf_learned_2_1_z10_xy_target_count,cf_learned_2_1_z10_xyz_target_count,cf_learned_2_1_z10_target_bearing,cf_learned_2_1_z10_raw_point_count,cf_learned_2_1_z10_background_count,cf_learned_2_1_z10_support_volume,cf_learned_2_1_z10_truncated,cf_learned_2_1_z10_endpoint_error_xy,cf_learned_2_1_z10_endpoint_error_z,cf_learned_3_1p5_z0_valid,cf_learned_3_1p5_z0_xy_target_count,cf_learned_3_1p5_z0_xyz_target_count,cf_learned_3_1p5_z0_target_bearing,cf_learned_3_1p5_z0_raw_point_count,cf_learned_3_1p5_z0_background_count,cf_learned_3_1p5_z0_support_volume,cf_learned_3_1p5_z0_truncated,cf_learned_3_1p5_z0_endpoint_error_xy,cf_learned_3_1p5_z0_endpoint_error_z,cf_learned_4_2_z0_valid,cf_learned_4_2_z0_xy_target_count,cf_learned_4_2_z0_xyz_target_count,cf_learned_4_2_z0_target_bearing,cf_learned_4_2_z0_raw_point_count,cf_learned_4_2_z0_background_count,cf_learned_4_2_z0_support_volume,cf_learned_4_2_z0_truncated,cf_learned_4_2_z0_endpoint_error_xy,cf_learned_4_2_z0_endpoint_error_z,cf_learned_6_3_z0_valid,cf_learned_6_3_z0_xy_target_count,cf_learned_6_3_z0_xyz_target_count,cf_learned_6_3_z0_target_bearing,cf_learned_6_3_z0_raw_point_count,cf_learned_6_3_z0_background_count,cf_learned_6_3_z0_support_volume,cf_learned_6_3_z0_truncated,cf_learned_6_3_z0_endpoint_error_xy,cf_learned_6_3_z0_endpoint_error_z,cf_cv_2_1_z0_valid,cf_cv_2_1_z0_xy_target_count,cf_cv_2_1_z0_xyz_target_count,cf_cv_2_1_z0_target_bearing,cf_cv_2_1_z0_raw_point_count,cf_cv_2_1_z0_background_count,cf_cv_2_1_z0_support_volume,cf_cv_2_1_z0_truncated,cf_cv_2_1_z0_endpoint_error_xy,cf_cv_2_1_z0_endpoint_error_z,cf_learned_plus_cv_endpoint_valid,cf_learned_plus_cv_endpoint_xy_target_count,cf_learned_plus_cv_endpoint_xyz_target_count,cf_learned_plus_cv_endpoint_target_bearing,cf_learned_plus_cv_endpoint_raw_point_count,cf_learned_plus_cv_endpoint_background_count,cf_learned_plus_cv_endpoint_support_volume,cf_learned_plus_cv_endpoint_truncated,cf_learned_plus_cv_endpoint_endpoint_error_xy,cf_learned_plus_cv_endpoint_endpoint_error_z,tracklet_id,tracklet_key,partition,epoch
1,ct_joint_full,0,2,0,0,0,0,0,0,2,-1.0,0,0.0,0.0,0.0,0,0,0,0,0.5009880065917969,1.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.01976961400033653,0.9801922371315597,0.02128255674497344,0.01486606874728816,0.01486606874728816,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.01976961400033653,0.9801922371315597,0.02128255674497344,0.01976961400033653,0.9801922371315597,0.02128255674497344,0.01976961400033653,0.01976961400033653,0.01976961400033653,0.0,0,0,1,0.01976961400033653,0.9801922371315597,0.02128255674497344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01976961400033653,0.9801922371315597,0.0,0.0,0.0,0.0,-0.0,0.0,0.03960407526366774,-0.0013668955026458287,1,1,0.0,2.0836470127105713,2.0836470127105713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,2,2,34752,2,338,6,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,base_only,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/afff27c4b3934c59837d2294137735d5,dev,60
2,ct_joint_full,0,10,10,0,0,0,0,1,10,-1.0,0,8.23095417022705,3.684999942779541,56.35512118572997,0,0,0,0,0.4993109703063965,0.9966525435447693,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.005002085393004889,0.9722709818890668,0.020934898061928078,0.03888908732191828,0.014598895346163794,-0.01379048157588168,0.0047906526578565915,0.02489044442579416,1,0.16155409950994043,0.00018134989306508534,1,1,1,0.005002085393004889,0.9722709818890668,0.020934898061928078,0.005002085393004889,0.9722709818890668,0.020934898061928078,0.005002085393004889,0.005002085393004889,0.005002085393004889,0.0,0,0,1,0.005002085393004889,0.9722709818890668,0.020934898061928078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005002085393004889,0.9722709818890668,0.0,0.0,0.0,0.0,-0.06638000905513763,-0.0024848412722349167,-0.10317152750661315,0.014942264808906579,1,1,0.0,1.0840799808502197,1.0840799808502197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,10,10,34720,10,460,22,1024,10,10,10,10,10,10,0,7,7,0,1,1,1,1,0.014598895346117373,0.007880963385105133,0.024174516333578,0.007880963385105133,b1,0,3.685,8.211,1.858,3.685,8.23095388817347,1.858,0,0,0,0,0,0,0,0,1,7,7,1,11,4,56.50723834316246,0,0.014598895346117373,0.007880963385105133,1,7,7,1,11,4,86.92017609513366,0,0.014598895346117373,0.007880963385105133,1,7,7,1,11,4,117.33311384710484,0,0.014598895346117373,0.007880963385105133,1,10,10,1,14,4,89.24686325988267,0,0.014598895346117373,0.007880963385105133,1,10,10,1,14,4,129.41848818006366,0,0.014598895346117373,0.007880963385105133,1,10,10,1,30,20,232.0577380169649,0,0.014598895346117373,0.007880963385105133,1,7,7,1,11,4,56.340331541271766,0,0.03888908760799713,0.015735545576675003,1,7,7,1,11,4,56.59333634751818,0,0.014598895346117373,0.007880963385105133,0,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/afff27c4b3934c59837d2294137735d5,dev,60
1,ct_joint_full,0,1,0,0,0,0,0,0,1,-1.0,0,0.0,0.0,0.0,0,0,0,0,0.4993109703063965,1.0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.2418771691640724,0.6227316081539986,1.2418781750133725,1.1556145551178796,1.1556145551178796,0.0,0.0,0.0,0,0.0,0.0,0,0,0,1.2418771691640724,0.6227316081539986,1.2418781750133725,1.2418771691640724,0.6227316081539986,1.2418781750133725,1.2418771691640724,1.2418771691640724,1.2418771691640724,0.0,0,0,1,1.2418771691640724,0.6227316081539986,1.2418781750133725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2418771691640724,0.6227316081539986,0.0,0.0,0.0,0.0,-0.0,0.0,3.083054992259489,-0.0006090848708122244,0,1,0.0,2.0823721885681152,2.0823721885681152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,1,34720,1,13,39,1024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,base_only,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0.0,0.0,1,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/aa8f809da9ce441ab1b01fac18e6f97b,dev,60
10,ct_joint_full,0,4,4,0,0,0,0,1,4,-1.0,0,8.155580520629883,3.4820001125335693,48.04896392942405,0,0,0,0,0.5004091262817383,1.0528911352157593,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0306787729338342,0.766395816174218,0.193085807607002,0.026400757564832303,0.3226988915828103,0.3216045142328422,0.026553927276994765,0.3225802935507042,1,3.268418249521584,0.003971928425492042,1,1,1,0.0306787729338342,0.766395816174218,0.193085807607002,0.0306787729338342,0.766395816174218,0.193085807607002,0.0306787729338342,0.0306787729338342,0.0306787729338342,0.0,0,0,1,0.0306787729338342,0.766395816174218,0.193085807607002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0306787729338342,0.766395816174218,0.0,0.0,0.0,0.0,-0.8599794507026672,-0.0006224310491234064,-0.002601247533125086,0.09591576107900207,1,1,0.0,5.1203155517578125,5.1203155517578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,4,34784,4,831,5,1024,4,4,5,5,4,5,1,4,4,0,1,1,1,1,0.3226988915827497,0.19999999999999996,0.16248469425629608,0.19999999999999996,b1,0,3.482,7.833,1.692,3.482,8.155580293550704,1.692,0,0,0,0,0,0,0,0,1,4,4,1,4,0,50.18660848124138,0,0.3226988915827497,0.19999999999999996,1,4,4,1,4,0,79.84772460490652,0,0.3226988915827497,0.19999999999999996,1,4,4,1,4,0,109.50884072857164,0,0.3226988915827497,0.19999999999999996,1,4,4,1,5,1,79.69874411851353,0,0.3226988915827497,0.19999999999999996,1,4,4,1,10,6,115.97887975420987,0,0.3226988915827497,0.19999999999999996,1,4,4,1,13,9,208.84315102717835,0,0.3226988915827497,0.19999999999999996,1,4,4,1,4,0,46.14846415178104,0,0.026400757564832292,0.19999999999999996,1,4,4,1,4,0,50.18660848124138,0,0.3226988915827497,0.19999999999999996,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
11,ct_joint_full,0,4,4,0,0,0,0,1,4,-1.0,0,7.878481388092041,3.4820001125335693,46.416422114588634,0,0,0,0,0.500432014465332,1.0000100135803223,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.032151895751355804,0.7713005954961608,0.18833253771390604,0.039121723576415364,0.038010702896953186,0.028307380131495564,-0.02536741650360189,0.058043954817410835,1,0.8607412862343953,0.0006111239519447592,1,1,1,0.032151895751355804,0.7713005954961608,0.18833253771390604,0.032151895751355804,0.7713005954961608,0.18833253771390604,0.032151895751355804,0.032151895751355804,0.032151895751355804,0.0,0,0,1,0.032151895751355804,0.7713005954961608,0.18833253771390604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032151895751355804,0.7713005954961608,0.0,0.0,0.0,0.0,-0.1526937037706375,-0.0001944328541867435,-0.07822668244244545,-0.09158306372417875,1,1,0.0,1.5375924110412598,1.5375924110412598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,4,34752,4,1024,4,1024,4,4,4,4,4,4,0,4,4,0,1,1,1,1,0.03801070289697971,0.19063300341367717,0.025997396107046572,0.19063300341367717,b1,0,3.482,7.833,1.692,3.482,7.878481236455205,1.692,0,0,0,0,0,0,0,0,1,4,4,1,4,0,46.717809973580756,0,0.03801070289697971,0.19063300341367717,1,4,4,1,4,0,74.32880877593347,0,0.03801070289697971,0.19063300341367717,1,4,4,1,4,0,101.93980757828616,0,0.03801070289697971,0.19063300341367717,1,4,4,1,4,0,75.29224242447316,0,0.03801070289697971,0.19063300341367717,1,4,4,1,10,6,110.63467487378975,0,0.03801070289697971,0.19063300341367717,1,4,4,1,10,6,201.62353977242296,0,0.03801070289697971,0.19063300341367717,1,4,4,1,4,0,46.288992772676295,0,0.039121723245623664,0.17892369870478553,1,4,4,1,4,0,46.78432474923344,0,0.03801070289697971,0.19063300341367717,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
12,ct_joint_full,0,3,3,0,0,0,0,1,3,-1.0,0,7.840807914733887,3.4820001125335693,46.19446717736459,0,0,0,0,0.5502018928527832,1.0994789600372314,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.7333501661812496,0.5434487779811326,0.7564347936908029,0.06716554071840329,0.03676303866319467,-0.02404384415883298,0.02781033481447669,0.03712059843430329,1,0.2149372773970979,0.0010907208136354564,1,1,1,0.7333501661812496,0.5434487779811326,0.7564347936908029,0.7333501661812496,0.5434487779811326,0.7564347936908029,0.7333501661812496,0.7333501661812496,0.7333501661812496,0.0,0,0,1,0.7333501661812496,0.5434487779811326,0.7564347936908029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333501661812496,0.5434487779811326,0.0,0.0,0.0,0.0,-0.09065414220094681,-0.00020162708824500442,-0.14937296697390448,0.09455499636575597,1,1,0.0,1.1131523847579956,1.1131523847579956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,3,34752,3,605,5,1024,3,3,4,4,3,4,1,3,3,0,1,1,1,1,0.036763038663151795,0.21056777834892282,0.03431315236962013,0.21056777834892282,b1,0,3.482,7.833,1.692,3.482,7.840807760379653,1.692,0,0,0,0,0,0,0,0,1,3,3,1,3,0,46.24620225607417,0,0.036763038663151795,0.21056777834892282,1,3,3,1,3,0,73.57847309299746,0,0.036763038663151795,0.21056777834892282,1,3,3,1,3,0,100.91074392992073,0,0.036763038663151795,0.21056777834892282,1,3,3,1,4,1,74.69314733826555,0,0.036763038663151795,0.21056777834892282,1,3,3,1,9,6,109.90809242045691,0,0.036763038663151795,0.21056777834892282,1,3,3,1,12,9,200.64198258090016,0,0.036763038663151795,0.21056777834892282,1,3,3,1,3,0,46.445565557029084,0,0.06716554267318851,0.2062989504507362,1,3,3,1,3,0,46.28156403342728,0,0.036763038663151795,0.21056777834892282,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
13,ct_joint_full,0,4,4,0,0,0,0,1,4,-1.0,0,7.984444618225098,3.4820001125335693,47.04070917908754,0,0,0,0,0.5019419193267822,0.955502986907959,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.6217302858400472,0.6005350093178761,0.6414277243567105,1.5328479487065825,0.8847788457860911,-0.8843310392758782,0.028147533709893688,0.6483136097408749,1,3.475216222432935,0.009161139781641004,1,1,1,0.6217302858400472,0.6005350093178761,0.6414277243567105,0.6217302858400472,0.6005350093178761,0.6414277243567105,0.6217302858400472,0.6217302858400472,0.6217302858400472,0.0,0,0,1,0.6217302858400472,0.6005350093178761,0.6414277243567105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6217302858400472,0.6005350093178761,0.0,0.0,0.0,0.0,-0.9447835087776184,-0.006524993572384119,-2.2335260730436133,0.05883604444556353,0,1,0.0,9.272722244262695,3.46793270111084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,4,34752,4,700,6,1024,4,4,4,4,4,4,0,4,4,0,1,1,1,1,0.8847788457861154,0.16044845879077907,0.8090637539851765,0.16044845879077907,b1,0,3.482,7.833,1.692,3.482,7.984444750082356,1.692,0,0,0,0,0,0,0,0,1,4,4,1,4,0,48.044116447113446,0,0.8847788457861154,0.16044845879077907,1,4,4,1,4,0,76.43898432365805,0,0.8847788457861154,0.16044845879077907,1,4,4,1,4,0,104.83385220020264,0,0.8847788457861154,0.16044845879077907,1,4,4,1,7,3,76.97708536913058,0,0.8847788457861154,0.16044845879077907,1,4,4,1,12,8,112.67805429193562,0,0.8847788457861154,0.16044845879077907,1,4,4,1,14,10,204.3839921367578,0,0.8847788457861154,0.16044845879077907,1,4,4,1,5,1,51.37799565776667,0,1.5328478976529545,0.13327196324821355,1,4,4,1,4,0,49.05530376653548,0,0.8847788457861154,0.16044845879077907,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
14,ct_joint_full,0,3,3,0,0,0,0,1,3,-1.0,0,7.853761672973633,3.4820001125335693,46.270784817885406,0,0,0,0,0.49837207794189453,0.9473459124565125,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,4.25050953829527,0.0,4.253486183404163,0.34027196524514114,0.6021879553666128,0.5851227674886461,-0.1423436450866256,0.2750096841199423,1,1.6098617280117216,0.049711339591253005,1,1,1,4.25050953829527,0.0,4.253486183404163,4.25050953829527,0.0,4.253486183404163,4.25050953829527,4.25050953829527,4.25050953829527,0.0,0,0,1,4.25050953829527,0.0,4.253486183404163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25050953829527,0.0,0.0,0.0,0.0,0.0,-0.3643416166305542,0.004973509348928928,0.4108751456097486,-0.30123911830561756,1,1,0.0,2.8242409229278564,1.727657675743103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,3,3,34720,3,1024,3,1024,3,3,3,3,3,3,0,3,3,0,1,1,1,1,0.6021879553666553,0.18273705095052728,0.6119490807609702,0.18273705095052728,b1,0,3.482,7.833,1.692,3.482,7.853761841486613,1.692,0,0,0,0,0,0,0,0,1,3,3,1,3,0,46.40751064353435,0,0.6021879553666553,0.18273705095052728,1,3,3,1,3,0,73.83511740685255,0,0.6021879553666553,0.18273705095052728,1,3,3,1,3,0,101.26272417017073,0,0.6021879553666553,0.18273705095052728,1,3,3,1,5,2,74.89807423419131,0,0.6021879553666553,0.18273705095052728,1,3,3,1,8,5,110.15663782642407,0,0.6021879553666553,0.18273705095052728,1,3,3,1,8,5,200.977765007738,0,0.6021879553666553,0.18273705095052728,1,3,3,1,3,0,47.90520275943414,0,0.34027198181359763,0.1847960843218437,1,3,3,1,3,0,46.473288730739874,0,0.6021879553666553,0.18273705095052728,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
15,ct_joint_full,0,5,5,0,0,1,1,1,5,-1.0,0,10.293000221252441,3.4820001125335693,60.64166678331258,0,0,0,0,0.4998610019683838,0.9994081854820251,0,0,0,0,0,1,0,0,1,0,1,1.0,1.0,1.0,3.9171698943681994,0.0,3.9185860787552955,8.391212377013591,6.710457042270484,-6.710174884104091,0.06153811846968433,1.6809058795674392,1,3.0341859156433486,1.6796533454544826,0,1,1,3.9171698943681994,0.0,3.9185860787552955,3.9171698943681994,0.0,3.9185860787552955,3.9171698943681994,3.9171698943681994,3.9171698943681994,0.0,0,0,1,3.9171698943681994,0.0,3.9185860787552955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9171698943681994,0.0,0.0,0.0,0.0,0.0,-0.7463828921318054,-0.008028111420571804,-3.725992812484198,0.0426826589741259,0,1,0.0,5.179491996765137,1.7326505184173584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,5,5,34688,5,337,16,1024,0,5,1,6,5,6,1,0,0,0,0,0,0,0,6.710457042270526,0.1341017827391624,5.480477374582946,0.1341017827391624,b1,0,3.482,7.833,1.692,3.482,10.293000221409002,1.692,1,1,0,0,0,0,0,0,1,0,0,0,13,13,76.94326360817067,0,6.710457042270526,0.1341017827391624,1,0,0,0,24,24,122.41800569337794,0,6.710457042270526,0.1341017827391624,1,0,0,0,41,41,167.89274777858517,0,6.710457042270526,0.1341017827391624,1,0,0,0,22,22,113.6883957174774,0,6.710457042270526,0.1341017827391624,1,0,0,0,23,23,157.20152782914786,0,6.710457042270526,0.1341017827391624,1,0,0,0,33,33,264.5317920477613,0,6.710457042270526,0.1341017827391624,1,0,0,0,18,18,76.72830336279796,0,8.391212406653342,0.10759977906313645,1,0,0,0,13,13,81.58647577388733,0,6.710457042270526,0.1341017827391624,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
16,ct_joint_full,0,4,4,0,0,0,0,1,4,-1.0,0,8.015286445617676,3.4820001125335693,47.22241517146355,0,0,0,0,0.49933600425720215,1.0004397630691528,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,7.702338992949499,0.0,7.702938522868535,3.086138383672455,4.097126708379158,4.091777571055919,0.2092935253641786,1.0142884518777457,1,2.526598730523757,1.5133311328080725,0,1,1,7.702338992949499,0.0,7.702938522868535,7.702338992949499,0.0,7.702938522868535,7.702338992949499,7.702338992949499,7.702338992949499,0.0,0,0,1,7.702338992949499,0.0,7.702938522868535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.702338992949499,0.0,0.0,0.0,0.0,0.0,-0.42970922589302063,0.015124926343560219,1.3041060720551179,0.18025118628507794,0,1,0.0,3.3418850898742676,1.75663161277771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,4,34688,4,234,18,1024,4,4,4,4,4,4,0,0,0,0,0,0,0,0,4.097126708379094,0.1303417071700097,4.007121974739115,0.1303417071700097,b1,0,3.482,7.833,1.692,3.482,8.015286614896242,1.692,0,0,0,0,0,0,0,0,1,0,0,0,9,9,48.42367713679745,0,4.097126708379094,0.1303417071700097,1,0,0,0,12,12,77.04287166209147,0,4.097126708379094,0.1303417071700097,1,0,0,0,18,18,105.66206618738548,0,4.097126708379094,0.1303417071700097,1,0,0,0,15,15,77.45934868254884,0,4.097126708379094,0.1303417071700097,1,4,4,1,32,28,113.26302022751233,0,4.097126708379094,0.1303417071700097,1,4,4,1,46,42,205.17436332059088,0,4.097126708379094,0.1303417071700097,1,0,0,0,8,8,51.64938910776799,0,3.086138390786099,0.1009776938795679,1,0,0,0,9,9,50.30564066710181,0,4.097126708379094,0.1303417071700097,2,nuscenes_mf/v1.0-mini/mini_val/fcbccedd61424f1b85dcbf8f897f9754/e73ba8faf67d40c8b6b653489393ef8b,dev,60
