run_key,model,diagnostic,step,epoch,block_mean
a1_corrected_twc,A1-order + corrected-TWC,loss_twc,73999,58.63629160063392,0.006719860325800255
a1_corrected_twc,A1-order + corrected-TWC,loss_twc,74499,59.032488114104595,0.006967215266718995
a1_corrected_twc,A1-order + corrected-TWC,loss_twc,74999,59.42868462757528,0.006501626608951483
a1_corrected_twc,A1-order + corrected-TWC,loss_twc,75499,59.82488114104596,0.006974410516791977
a1_corrected_twc,A1-order + corrected-TWC,loss_twc,75719,59.99920760697306,0.006185369002262384
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,499,0.39540412044374007,0.747875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,999,0.7916006339144216,0.75475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,1499,1.187797147385103,0.7535
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,1999,1.5839936608557845,0.749625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,2499,1.9801901743264658,0.751625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,2999,2.3763866877971473,0.748625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,3499,2.7725832012678286,0.746875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,3999,3.1687797147385104,0.750375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,4499,3.5649762282091917,0.754125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,4999,3.9611727416798734,0.74525
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,5499,4.357369255150554,0.751125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,5999,4.753565768621236,0.75075
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,6499,5.149762282091918,0.7465
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,6999,5.545958795562599,0.748125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,7499,5.94215530903328,0.75225
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,7999,6.338351822503962,0.749125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,8499,6.734548335974644,0.750375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,8999,7.130744849445325,0.74525
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,9499,7.5269413629160065,0.75475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,9999,7.923137876386688,0.748
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,10499,8.319334389857369,0.74975
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,10999,8.71553090332805,0.74725
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,11499,9.111727416798733,0.756625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,11999,9.507923930269413,0.7465
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,12499,9.904120443740094,0.757375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,12999,10.300316957210777,0.75025
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,13499,10.696513470681458,0.75075
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,13999,11.092709984152139,0.741875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,14499,11.488906497622821,0.754875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,14999,11.885103011093502,0.74975
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,15499,12.281299524564185,0.7495
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,15999,12.677496038034866,0.7525
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,16499,13.073692551505546,0.749
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,16999,13.469889064976229,0.74025
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,17499,13.86608557844691,0.758625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,17999,14.26228209191759,0.749375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,18499,14.658478605388273,0.74425
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,18999,15.054675118858954,0.758375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,19499,15.450871632329635,0.756
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,19999,15.847068145800318,0.757
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,20499,16.243264659271,0.740875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,20999,16.63946117274168,0.7495
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,21499,17.03565768621236,0.751875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,21999,17.43185419968304,0.75125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,22499,17.828050713153726,0.7515
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,22999,18.224247226624406,0.754875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,23499,18.620443740095087,0.74275
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,23999,19.016640253565768,0.750875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,24499,19.41283676703645,0.748875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,24999,19.80903328050713,0.74575
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,25499,20.205229793977814,0.749375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,25999,20.601426307448495,0.75375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,26499,20.997622820919176,0.757
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,26999,21.393819334389857,0.745625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,27499,21.790015847860538,0.757375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,27999,22.18621236133122,0.7465
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,28499,22.582408874801903,0.753375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,28999,22.978605388272584,0.747625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,29499,23.374801901743265,0.748375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,29999,23.770998415213946,0.750875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,30499,24.167194928684626,0.752
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,30999,24.56339144215531,0.745625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,31499,24.95958795562599,0.749
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,31999,25.355784469096672,0.754625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,32499,25.751980982567353,0.7435
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,32999,26.148177496038034,0.749125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,33499,26.544374009508715,0.746625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,33999,26.9405705229794,0.755625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,34499,27.33676703645008,0.747875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,34999,27.73296354992076,0.752
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,35499,28.129160063391442,0.75575
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,35999,28.525356576862123,0.75125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,36499,28.921553090332804,0.745
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,36999,29.317749603803488,0.755
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,37499,29.71394611727417,0.744875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,37999,30.11014263074485,0.74675
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,38499,30.50633914421553,0.748875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,38999,30.90253565768621,0.7535
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,39499,31.298732171156892,0.7475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,39999,31.694928684627577,0.75775
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,40499,32.091125198098254,0.744625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,40999,32.48732171156894,0.74875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,41499,32.88351822503962,0.7475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,41999,33.2797147385103,0.76025
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,42499,33.675911251980985,0.748375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,42999,34.07210776545166,0.75025
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,43499,34.468304278922346,0.749125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,43999,34.864500792393024,0.752625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,44499,35.26069730586371,0.75175
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,44999,35.65689381933439,0.74575
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,45499,36.05309033280507,0.752375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,45999,36.449286846275754,0.7475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,46499,36.84548335974643,0.750625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,46999,37.241679873217116,0.746
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,47499,37.6378763866878,0.748875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,47999,38.03407290015848,0.751375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,48499,38.43026941362916,0.743875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,48999,38.82646592709984,0.75475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,49499,39.222662440570524,0.752625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,49999,39.6188589540412,0.752
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,50499,40.015055467511885,0.750875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,50999,40.41125198098257,0.750375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,51499,40.80744849445325,0.747375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,51999,41.20364500792393,0.7475
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,52499,41.59984152139461,0.755625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,52999,41.99603803486529,0.750375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,53499,42.39223454833598,0.737625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,53999,42.788431061806655,0.758
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,54499,43.18462757527734,0.759375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,54999,43.58082408874802,0.747875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,55499,43.9770206022187,0.74725
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,55999,44.37321711568938,0.74825
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,56499,44.76941362916006,0.749375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,56999,45.16561014263075,0.7465
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,57499,45.561806656101425,0.755625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,57999,45.95800316957211,0.7445
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,58499,46.354199683042786,0.746375
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,58999,46.75039619651347,0.7515
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,59499,47.146592709984155,0.74175
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,59999,47.54278922345483,0.75125
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,60499,47.93898573692552,0.75075
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,60999,48.335182250396194,0.7425
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,61499,48.73137876386688,0.75625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,61999,49.12757527733756,0.754
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,62499,49.52377179080824,0.7425
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,62999,49.919968304278925,0.75175
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,63499,50.3161648177496,0.7485
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,63999,50.712361331220286,0.749
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,64499,51.108557844690964,0.753625
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,64999,51.50475435816165,0.744875
a1_corrected_twc,A1-order + corrected-TWC,twc_valid_ratio,65499,51.90095087163233,0.7465
