run_id,arm,epoch,loss_total,loss_center,loss_center_aux,loss_center_motion,loss_center_ref,loss_angle,loss_angle_aux,loss_angle_motion,loss_angle_ref,loss_seg,loss_bc,loss_velocity,loss_dynamics_displacement,loss_trajectory_nll,loss_trajectory_adapter_norm,trajectory_sigma_mean,trajectory_adapter_norm,trajectory_adapter_scale,trajectory_gap_activation,trajectory_gap_ratio,trajectory_search_valid,trajectory_search_gap_ratio,search_expansion_points,search_query_delta_t,search_predicted_displacement,foreground_score,foreground_points,valid_history_ratio
A0,Legacy motion α=0,38,0.23888243,0.0224284,0.0219955,0.02438031,0.00924314,0.0002409,0.00031361,0.00035457,0.00023742,0.04938986,0.06979721,0.09175742,0.03670585,,,,,,,,,,0.0,0.49792606,0.0,0.42164363,105.37204076,0.90245313
A0,Legacy motion α=0,39,0.24101883,0.02351023,0.0225933,0.02392858,0.00931493,0.00024384,0.00031664,0.00036185,0.00023968,0.04758179,0.06977554,0.09287286,0.03708782,,,,,,,,,,0.0,0.4980421,0.0,0.42215936,104.93981381,0.90260171
A0,Legacy motion α=0,40,0.24221164,0.0231777,0.02216463,0.02476678,0.00920298,0.00026465,0.00034421,0.00042317,0.00023921,0.04818585,0.06943561,0.09258779,0.03715407,,,,,,,,,,0.0,0.49785672,0.0,0.42108608,109.02590288,0.90294838
A0,Legacy motion α=0,41,0.2292831,0.02167472,0.02088555,0.02314945,0.00907389,0.00023174,0.00028254,0.00034181,0.00020811,0.04744529,0.06762678,0.09215794,0.03695707,,,,,,,,,,0.0,0.49790632,0.0,0.41876092,107.80230549,0.90357569
A0,Legacy motion α=0,42,0.2288816,0.02176848,0.02136614,0.02224428,0.00899562,0.00024121,0.00028747,0.00035902,0.00020657,0.04860582,0.06737838,0.09198921,0.03683754,,,,,,,,,,0.0,0.49787525,0.0,0.42006458,105.80238706,0.90331156
A0,Legacy motion α=0,43,0.2320915,0.02195617,0.02169221,0.02327524,0.00887805,0.00026005,0.00030445,0.00040366,0.00020394,0.04797084,0.06704979,0.09359173,0.03751848,,,,,,,,,,0.0,0.49783674,0.0,0.41879889,106.78307789,0.90260171
A0,Legacy motion α=0,44,0.23214945,0.02250125,0.02178215,0.02248117,0.00895605,0.00024346,0.00029416,0.00035552,0.00021097,0.04917633,0.06775892,0.09595683,0.03864117,,,,,,,,,,0.0,0.49792277,0.0,0.41855855,107.33813899,0.90270076
A0,Legacy motion α=0,45,0.23256783,0.02265329,0.02111402,0.02343548,0.00894555,0.00024446,0.0002878,0.00038095,0.00020309,0.04765226,0.06706413,0.09192633,0.03677465,,,,,,,,,,0.0,0.49791168,0.0,0.42050926,104.62998581,0.90354267
A0,Legacy motion α=0,46,0.23194889,0.02186777,0.02103019,0.02362226,0.00879577,0.0002652,0.00031135,0.00040723,0.00020336,0.04783024,0.06811035,0.09350045,0.03763308,,,,,,,,,,0.0,0.49805664,0.0,0.42037204,107.22980501,0.90347664
A0,Legacy motion α=0,47,0.22737507,0.02138751,0.02067018,0.02278478,0.00882284,0.00023656,0.00027971,0.00035971,0.00020116,0.04783906,0.06748503,0.09327359,0.03733698,,,,,,,,,,0.0,0.49798611,0.0,0.42100988,105.86899695,0.90070327
A0,Legacy motion α=0,48,0.22511313,0.02116444,0.02070346,0.02169158,0.00872877,0.00024654,0.00029146,0.00039091,0.00019921,0.04773625,0.06767397,0.09183198,0.03692856,,,,,,,,,,0.0,0.49786864,0.0,0.42047448,105.8925295,0.90322902
A0,Legacy motion α=0,49,0.23024841,0.02192219,0.02115004,0.02266223,0.00881025,0.00023957,0.00028592,0.000352,0.00020179,0.04837901,0.06814088,0.09585066,0.03868389,,,,,,,,,,0.0,0.4979953,0.0,0.41924303,105.17643703,0.90171027
A0,Legacy motion α=0,50,0.226089,0.02153625,0.02056982,0.02188178,0.00888461,0.00026002,0.00030965,0.00042414,0.00020234,0.04732408,0.06670918,0.09261421,0.03730652,,,,,,,,,,0.0,0.49804575,0.0,0.41975213,106.02895909,0.90443412
A0,Legacy motion α=0,51,0.22077405,0.02049315,0.02018123,0.02174448,0.00871668,0.00023908,0.00029149,0.00036972,0.00020168,0.04723299,0.06596608,0.09166259,0.03674256,,,,,,,,,,0.0,0.49791268,0.0,0.41953792,106.30322232,0.902189
A0,Legacy motion α=0,52,0.23197285,0.02209381,0.02124382,0.02427137,0.00889222,0.00023951,0.00028452,0.00035534,0.00020078,0.04788253,0.06661908,0.09432722,0.03796698,,,,,,,,,,0.0,0.49793825,0.0,0.42163883,105.87823156,0.90242012
A0,Legacy motion α=0,53,0.22214803,0.02084108,0.02029323,0.02153925,0.00884401,0.00024197,0.00028427,0.00038034,0.00019901,0.04770735,0.06674996,0.08950277,0.03567822,,,,,,,,,,0.0,0.49791041,0.0,0.41968673,107.99855948,0.90291536
A0,Legacy motion α=0,54,0.22065158,0.02072936,0.02015871,0.02142949,0.00876804,0.00023949,0.00028321,0.00035826,0.00019886,0.04760844,0.06593987,0.09160198,0.03667288,,,,,,,,,,0.0,0.49799001,0.0,0.42210434,105.54902814,0.90284933
A0,Legacy motion α=0,55,0.2256085,0.02141415,0.02065491,0.02178449,0.00874312,0.00025146,0.00028998,0.0004099,0.00020101,0.04726525,0.06752106,0.0918362,0.03680951,,,,,,,,,,0.0,0.49798028,0.0,0.42103161,104.2631946,0.90357569
A0,Legacy motion α=0,56,0.23048407,0.02269403,0.02137903,0.02278834,0.00888667,0.00024301,0.0002855,0.00036418,0.00020024,0.0472252,0.06667674,0.09420831,0.03782967,,,,,,,,,,0.0,0.49803678,0.0,0.42148587,106.46874108,0.90347664
A0,Legacy motion α=0,57,0.22243924,0.02061873,0.02018782,0.02204279,0.0086481,0.00024181,0.0002841,0.00037714,0.00019696,0.04729178,0.06650293,0.09079841,0.03634587,,,,,,,,,,0.0,0.49793922,0.0,0.41946306,105.49794149,0.90312997
A0,Legacy motion α=0,58,0.22375914,0.02134129,0.02048072,0.02137998,0.0087613,0.00024528,0.00028907,0.00037635,0.00019664,0.04745609,0.06731843,0.09164136,0.03665468,,,,,,,,,,0.0,0.49798203,0.0,0.41966269,106.15439873,0.90334458
A0,Legacy motion α=0,59,0.22380444,0.02154892,0.02043056,0.02174488,0.00875034,0.00023859,0.00027787,0.00035877,0.00019927,0.04720243,0.06621563,0.091423,0.03653288,,,,,,,,,,0.0,0.49792286,0.0,0.41959866,105.81864808,0.90304743
A0,Legacy motion α=0,60,0.22335376,0.02097001,0.02035372,0.02180401,0.00872044,0.00024624,0.00029294,0.00037578,0.00019632,0.04687494,0.0668234,0.09057959,0.03620283,,,,,,,,,,0.0,0.49798858,0.0,0.42069235,108.01510597,0.90256869
B1V2,B1motion-v2 ordered + pre-crop,1,7.72093012,0.4907247,0.4955161,0.98686975,0.53966829,0.00286391,0.0371449,0.00767383,0.03795189,0.52053001,3.07116988,0.20242864,0.17595836,-1.12364174,0.0,0.32822748,0.0,0.0,0.34563264,115.43658835,0.03917393,1.23420321,13.56903724,0.80611982,2.23983597,0.7112753,244.75205028,0.85632926
B1V2,B1motion-v2 ordered + pre-crop,2,5.0778519,0.41825651,0.37997743,0.81347803,0.22237514,0.00181493,0.00559911,0.0040909,0.00688153,0.46257719,1.62448667,0.18787862,0.165651,-1.45529176,0.0,0.28739086,0.0,0.0,0.34287098,115.68482887,0.03813391,1.22868438,10.97523772,0.80255366,2.24177948,0.74188732,256.81774245,0.85570195
B1V2,B1motion-v2 ordered + pre-crop,3,3.5092967,0.30427642,0.30006537,0.57573822,0.15267843,0.0016974,0.00386435,0.00376578,0.00428698,0.37626697,0.96500615,0.18288368,0.16234024,-1.44142151,22.18463296,0.32737242,1.85933977,0.26651185,0.34283144,115.52058285,0.04006537,1.22979273,10.09097662,0.80321467,2.23139085,0.68656204,234.14527031,0.8570226
B1V2,B1motion-v2 ordered + pre-crop,4,2.66395796,0.24360235,0.24374678,0.45583612,0.11045425,0.00178391,0.00351594,0.00393119,0.00338693,0.29406484,0.61414006,0.18110906,0.15852631,-1.44025192,33.9167069,0.34402136,2.40711296,0.2629013,0.3383795,113.89586861,0.03818344,1.22387332,10.66709588,0.79751515,2.23899428,0.56766357,176.04207685,0.85675847
B1V2,B1motion-v2 ordered + pre-crop,5,2.42381039,0.22465204,0.23300789,0.42879789,0.08437227,0.00169504,0.00305194,0.00358125,0.00273027,0.2197681,0.51201513,0.18139902,0.16152914,-1.47300577,36.83183694,0.32804165,2.61871135,0.266708,0.34541556,119.73778798,0.04051109,1.22950737,9.21231181,0.80257996,2.24065467,0.51340571,156.29763202,0.85487654
B1V2,B1motion-v2 ordered + pre-crop,6,2.20230804,0.20236467,0.21566905,0.3867217,0.07061586,0.00164216,0.00293905,0.00348505,0.00241313,0.18325175,0.46547466,0.17727165,0.15784289,-1.49491201,33.75964263,0.31324263,2.54315304,0.26717392,0.34439248,116.29081011,0.03808439,1.23116405,8.72424723,0.80342199,2.24544626,0.49283034,150.36699684,0.85670895
B1V2,B1motion-v2 ordered + pre-crop,7,2.05377916,0.18976298,0.20373343,0.35766432,0.06247513,0.00142282,0.00267318,0.00301532,0.00211789,0.15843339,0.43776963,0.1754861,0.15371734,-1.50451041,34.92274486,0.31335243,2.58669653,0.26796398,0.34350946,112.83731432,0.03961965,1.2331564,10.08300317,0.80268618,2.24284039,0.48776403,139.94701632,0.85751785
B1V2,B1motion-v2 ordered + pre-crop,8,1.96278134,0.1804344,0.19515082,0.34394021,0.05523758,0.00141544,0.00257452,0.00293873,0.00193294,0.14068156,0.41673695,0.1749271,0.15546352,-1.50945092,32.18188902,0.31976261,2.5154231,0.25994297,0.34032006,118.07657482,0.0374901,1.22041158,12.39149168,0.80037402,2.21140038,0.4667946,134.30270258,0.85248285
B1V2,B1motion-v2 ordered + pre-crop,9,1.82288904,0.16704853,0.18153285,0.31613576,0.05247742,0.00136833,0.00258949,0.00283615,0.00181457,0.12860118,0.39124869,0.17277217,0.14845212,-1.50832753,28.99018432,0.31420409,2.43044297,0.26255994,0.34020131,115.97765172,0.04061014,1.22656126,12.73137876,0.79938949,2.23017806,0.46270362,125.75067517,0.8552067
B1V2,B1motion-v2 ordered + pre-crop,10,1.8138196,0.16690239,0.18345018,0.31614237,0.04787192,0.00127025,0.00225317,0.00265113,0.00159972,0.12005668,0.38699989,0.17782805,0.15655841,-1.51888292,30.36425559,0.32036501,2.55613325,0.26365405,0.34284769,118.22760136,0.03843106,1.22503004,9.48603407,0.80268981,2.22505824,0.45494485,129.52511558,0.8540016
B1V2,B1motion-v2 ordered + pre-crop,11,1.77536942,0.16506756,0.18100678,0.30800102,0.04532748,0.00119869,0.00223079,0.00253032,0.0015652,0.1132568,0.37744762,0.17997014,0.15994013,-1.51049293,28.34240676,0.32508373,2.48268194,0.26484,0.34400034,117.91789143,0.04001585,1.22757306,11.4207607,0.80511442,2.23887163,0.45463883,123.1552803,0.85327524
B1V2,B1motion-v2 ordered + pre-crop,12,1.72182669,0.15998144,0.18177683,0.29525632,0.04793702,0.0012504,0.00230139,0.00254837,0.0015453,0.10758564,0.35798706,0.18079747,0.1614388,-1.53712023,26.34482821,0.32400285,2.45639118,0.26190664,0.34244689,118.73772279,0.0397187,1.22735802,10.90293185,0.7986139,2.2264187,0.44634088,118.80761517,0.85370446
B1V2,B1motion-v2 ordered + pre-crop,13,1.6466891,0.15299805,0.16829766,0.28376264,0.040346,0.00105932,0.0019212,0.00215409,0.00133938,0.10712742,0.35767176,0.1737349,0.15355464,-1.55185882,27.41608229,0.32097719,2.50497571,0.26480227,0.34456371,120.32318067,0.03778724,1.22795234,12.02149366,0.80510656,2.21729199,0.45140881,119.93554438,0.85476098
B1V2,B1motion-v2 ordered + pre-crop,14,1.60786593,0.15027102,0.163491,0.27559381,0.03628545,0.00116647,0.00199907,0.00237792,0.00134027,0.10130419,0.34798277,0.18055383,0.15831508,-1.54696438,28.04978285,0.32587499,2.50257552,0.26566336,0.34563053,119.42683034,0.03818344,1.22803474,10.91199485,0.80330963,2.21308726,0.44698771,120.78007822,0.85444732
B1V2,B1motion-v2 ordered + pre-crop,15,1.5817063,0.14725942,0.15920097,0.27174533,0.03545472,0.00114476,0.00194668,0.00225403,0.00126158,0.09917357,0.34688239,0.1743209,0.15551211,-1.5525599,28.3119711,0.32632859,2.52173813,0.26507629,0.34497823,118.28000972,0.03808439,1.22988633,10.78753962,0.80535853,2.22757302,0.43969941,116.38651775,0.85281301
B1V2,B1motion-v2 ordered + pre-crop,16,1.49084669,0.13820371,0.15038688,0.2521033,0.03523421,0.00110914,0.00193432,0.00222101,0.0012909,0.09283264,0.33293352,0.1698319,0.14512973,-1.54733731,28.87159608,0.33034242,2.54932233,0.26380585,0.34076024,114.56300792,0.03853011,1.22829048,12.03016046,0.80205058,2.23815146,0.44006321,115.20255309,0.85492606
B1V2,B1motion-v2 ordered + pre-crop,17,1.50426829,0.13815632,0.15116348,0.25951265,0.03396862,0.00110079,0.00193092,0.00220021,0.00122983,0.09123721,0.33165423,0.17461078,0.15086654,-1.56352097,30.48799653,0.32880215,2.67866287,0.26536311,0.34216037,115.07631992,0.03838154,1.23083704,11.51054873,0.80057171,2.22364626,0.43478946,113.710227,0.855801
B1V2,B1motion-v2 ordered + pre-crop,18,1.51097168,0.13971522,0.15126391,0.26333473,0.03312848,0.00110348,0.00184501,0.00219305,0.00117451,0.09057759,0.32819629,0.17611498,0.15260509,-1.56195352,27.89337433,0.32900485,2.56854902,0.26471084,0.34055518,114.1242321,0.03957013,1.2290272,11.92006735,0.79834119,2.21729944,0.44215961,119.32968498,0.85670894
B1V2,B1motion-v2 ordered + pre-crop,19,1.43134625,0.13261477,0.14476372,0.24647363,0.03199354,0.00094858,0.00168488,0.00189933,0.00117302,0.09206071,0.31699653,0.17524013,0.15293574,-1.57263252,26.9028602,0.32823152,2.50675618,0.2616237,0.339106,115.3784475,0.040313,1.22219923,11.86043978,0.79708014,2.20059987,0.43837214,111.23147389,0.8562137
B1V2,B1motion-v2 ordered + pre-crop,20,1.43076394,0.134783,0.14733656,0.24403626,0.03085644,0.00099775,0.0016853,0.00200628,0.00108977,0.08609485,0.31070903,0.17628969,0.15666173,-1.57344145,28.1638726,0.33253688,2.54088061,0.26148446,0.34005185,117.67615115,0.03848059,1.22568303,10.83978803,0.79920979,2.20552887,0.43476345,118.11083171,0.85408414
B1V2,B1motion-v2 ordered + pre-crop,21,1.28199154,0.11863509,0.12316021,0.22377461,0.0231552,0.00092511,0.0011301,0.00178384,0.00053935,0.07660625,0.29678,0.17304949,0.15321251,-1.59220545,27.34779991,0.33479822,2.58542686,0.26604272,0.3455568,117.63873803,0.03853011,1.23027268,9.9493859,0.80243677,2.23160521,0.43209649,118.2799239,0.85365493
B1V2,B1motion-v2 ordered + pre-crop,22,1.21524558,0.11264465,0.11669683,0.20735815,0.02243129,0.00087936,0.00102983,0.0017455,0.00052186,0.07405993,0.29069686,0.17401755,0.15081814,-1.5976187,27.48750425,0.33564666,2.51885808,0.26496194,0.34259505,114.93784782,0.03961965,1.2310559,10.4544374,0.80589076,2.23099855,0.42689537,113.78743005,0.85489305
B1V2,B1motion-v2 ordered + pre-crop,23,1.22435037,0.11338343,0.11747445,0.20975097,0.0224822,0.00090496,0.00107751,0.00177505,0.0005166,0.07433423,0.29128873,0.17577049,0.15604812,-1.60636486,27.04272079,0.3343776,2.52506298,0.26747338,0.34456013,117.2949341,0.03872821,1.22920636,11.44517631,0.80565297,2.22747429,0.42447664,115.64487935,0.85632926
B1V2,B1motion-v2 ordered + pre-crop,24,1.19765365,0.11051649,0.11322481,0.20544452,0.02176845,0.00084848,0.00099411,0.00162881,0.00050508,0.07299366,0.29077907,0.17816201,0.15510675,-1.59419037,25.98622145,0.33466539,2.42807459,0.26437232,0.34100446,115.07671006,0.04110539,1.23189418,12.60479398,0.80523407,2.23036027,0.42408667,113.86373131,0.85537178
B1V2,B1motion-v2 ordered + pre-crop,25,1.200318,0.11124125,0.11357274,0.20807766,0.02041374,0.00084164,0.00101179,0.0016396,0.00050115,0.07254689,0.28626447,0.17970933,0.15861776,-1.59276929,24.83116546,0.33614425,2.36162483,0.26438322,0.3431076,118.36739794,0.04145206,1.22815369,10.88322108,0.80218674,2.22154386,0.42215835,112.01066904,0.8548105
B1V2,B1motion-v2 ordered + pre-crop,26,1.16744288,0.10757692,0.10991442,0.19878853,0.02031781,0.00087297,0.00103958,0.0017022,0.00047619,0.07239948,0.28526228,0.17504501,0.15305723,-1.58954695,24.81617483,0.33449596,2.3696607,0.2664732,0.34372396,115.07416373,0.04075872,1.23432082,10.66868067,0.80854093,2.24872989,0.42079539,113.81327536,0.85697308
B1V2,B1motion-v2 ordered + pre-crop,27,1.13948734,0.10645456,0.10829177,0.1936474,0.01971303,0.00078924,0.00094073,0.0015841,0.00045482,0.07027963,0.27750462,0.17695713,0.15340802,-1.60730201,24.05797751,0.33716661,2.30188743,0.26258273,0.34435367,119.84720694,0.04036252,1.22603628,11.5088649,0.80187716,2.20724615,0.4246507,108.59866605,0.85210316
B1V2,B1motion-v2 ordered + pre-crop,28,1.14298819,0.10693029,0.11034189,0.19549699,0.02007332,0.00082541,0.00097608,0.00160074,0.00047472,0.07171583,0.271013,0.17484863,0.15273411,-1.60835062,23.65299064,0.33124317,2.31760485,0.26292613,0.33939758,114.9885723,0.03857964,1.2227551,11.65293185,0.8003016,2.21497894,0.42723465,110.0880971,0.85609814
B1V2,B1motion-v2 ordered + pre-crop,29,1.16483076,0.10803452,0.11005836,0.20390424,0.01951992,0.00086376,0.00101446,0.00169974,0.00044777,0.07128709,0.27359536,0.17499247,0.15227034,-1.61845737,22.88627954,0.32924068,2.2843474,0.26428457,0.33947625,113.01917308,0.03823296,1.22816108,9.47172147,0.79766612,2.20482198,0.42354339,112.65131253,0.85697308
B1V2,B1motion-v2 ordered + pre-crop,30,1.16626942,0.10946528,0.11269744,0.20274564,0.0192565,0.00077872,0.00093092,0.00156703,0.00045791,0.07011339,0.27199362,0.18081297,0.15858347,-1.60373785,21.50704754,0.33272258,2.22376665,0.26055535,0.33956977,117.38424961,0.03882726,1.21926541,9.22731775,0.79482035,2.22267293,0.4182682,111.78880874,0.85347334
B1V2,B1motion-v2 ordered + pre-crop,31,1.10881375,0.10136361,0.10432176,0.18822298,0.0186332,0.00084344,0.00098554,0.00156221,0.00045202,0.07034989,0.27548219,0.17434826,0.15030912,-1.59714172,22.21569233,0.33383713,2.23096269,0.26641063,0.34365444,115.12250222,0.03818344,1.23849405,10.34082805,0.80293643,2.24077988,0.41921076,108.32104845,0.85523972
B1V2,B1motion-v2 ordered + pre-crop,32,1.10910288,0.10313006,0.10525904,0.18890999,0.01924519,0.00080428,0.00094501,0.00159116,0.0004572,0.06913288,0.27018566,0.1756633,0.15405606,-1.6077615,21.20984135,0.33624762,2.18003721,0.26463512,0.34525842,119.18048706,0.0374901,1.23194501,8.50079239,0.80407093,2.22771698,0.41682313,109.81069049,0.85362192
B1V2,B1motion-v2 ordered + pre-crop,33,1.10068449,0.10197462,0.10420705,0.18416685,0.01944733,0.0007616,0.00088736,0.00146226,0.00044892,0.07124343,0.27711119,0.1782513,0.15376938,-1.5986786,21.74366614,0.3340114,2.21054666,0.26639768,0.345566,117.67689721,0.04135301,1.22923232,11.80135697,0.80548935,2.23714676,0.4200667,107.82873574,0.8552067
B1V2,B1motion-v2 ordered + pre-crop,34,1.11087803,0.10221299,0.10481895,0.19118158,0.01826315,0.00075839,0.00089054,0.00145713,0.00044328,0.07101775,0.27259346,0.17469877,0.15401148,-1.60394333,21.53302438,0.33134311,2.20520088,0.26451916,0.34171789,115.55342405,0.040313,1.22717159,11.19715729,0.80254165,2.23669926,0.42083466,108.71141872,0.85431526
B1V2,B1motion-v2 ordered + pre-crop,35,1.09465515,0.10046326,0.10328596,0.18584259,0.01846289,0.00075706,0.00089966,0.00148603,0.00043261,0.07130001,0.27299447,0.17483386,0.1489694,-1.61063677,21.29128576,0.33390045,2.18114136,0.26346987,0.34203774,118.64713606,0.03922345,1.22825858,10.80526941,0.8042521,2.24622703,0.41662292,109.71209287,0.85446383
B1V2,B1motion-v2 ordered + pre-crop,36,1.10479722,0.10185231,0.10496121,0.18997092,0.01779285,0.00074632,0.00087608,0.00144932,0.00042673,0.06816413,0.27025825,0.1764543,0.15726514,-1.60591372,21.01017831,0.33413432,2.1779526,0.26790964,0.34845656,118.74882391,0.04140254,1.23056871,10.59479002,0.80873388,2.23471779,0.41856569,110.61009651,0.85411716
B1V2,B1motion-v2 ordered + pre-crop,37,1.07130125,0.09970139,0.10189131,0.18119887,0.01757057,0.00070038,0.00083014,0.00137665,0.00042639,0.06920849,0.26647794,0.17258612,0.14999043,-1.61126608,19.79957233,0.32850692,2.12060467,0.26584141,0.34566329,119.79041604,0.03922345,1.23015261,9.57512876,0.80643498,2.21795987,0.42074616,111.39207211,0.85372096
B1V2,B1motion-v2 ordered + pre-crop,38,1.09133255,0.10139839,0.10345457,0.18523931,0.0176577,0.00070989,0.00083987,0.00137282,0.00041912,0.06805964,0.27168549,0.17844623,0.15664912,-1.60304127,19.60257331,0.32999599,2.11519334,0.26589138,0.34456323,116.43425806,0.03986727,1.22813577,10.26386688,0.80059468,2.21520064,0.4222136,108.14433491,0.8545959
B1V2,B1motion-v2 ordered + pre-crop,39,1.10525754,0.10226612,0.1047227,0.18866793,0.01730379,0.00073325,0.00085942,0.00137914,0.00041823,0.06822095,0.27376502,0.17685552,0.15732245,-1.59892929,20.45900148,0.33074743,2.13416577,0.26321806,0.34318866,117.69461694,0.03872821,1.22669956,11.45597266,0.80083417,2.22361789,0.42500122,110.88131034,0.85372096
B1V2,B1motion-v2 ordered + pre-crop,40,1.06664447,0.0969169,0.09880227,0.18281102,0.01684786,0.000763,0.00088585,0.00152809,0.00040007,0.06940738,0.26827001,0.17444252,0.15061667,-1.61391511,19.65475814,0.3293272,2.10345367,0.26145693,0.34024137,118.02918464,0.03833201,1.22509486,11.13020008,0.79899116,2.20853798,0.41891548,111.62843731,0.85538829
B1V2,B1motion-v2 ordered + pre-crop,41,1.04895996,0.09737297,0.09878093,0.17715588,0.01638734,0.00065835,0.00075783,0.00123451,0.00040237,0.06668711,0.26672438,0.16696317,0.14362408,-1.60905352,19.88177468,0.32834428,2.14203809,0.26683158,0.34307665,114.13332654,0.03966918,1.23495103,11.74945523,0.80367315,2.2700994,0.41675776,107.43805832,0.85624672
B1V2,B1motion-v2 ordered + pre-crop,42,1.03194326,0.09559741,0.09741773,0.17302222,0.01657106,0.00073224,0.00082851,0.00138538,0.00038654,0.06757173,0.26095319,0.1724635,0.14970467,-1.62109198,19.08590492,0.32720287,2.08859817,0.2625184,0.34224618,118.47709375,0.03818344,1.2265958,10.41551109,0.79952949,2.18714474,0.41935824,109.41302978,0.85274698
B1V2,B1motion-v2 ordered + pre-crop,43,1.08017009,0.10107059,0.10220251,0.18370169,0.0167266,0.00073331,0.00082364,0.00143216,0.00038436,0.06851929,0.26669725,0.17471784,0.15552725,-1.60436257,19.50454546,0.32943647,2.12536244,0.26852402,0.34677303,116.56839071,0.04135301,1.23850401,12.29962361,0.80653275,2.2406421,0.41611981,108.68733957,0.85542131
B1V2,B1motion-v2 ordered + pre-crop,44,1.06290998,0.09824755,0.099438,0.18310192,0.01645821,0.00070283,0.00080806,0.00134148,0.00038826,0.06860042,0.26352334,0.17894913,0.15688778,-1.61435678,18.99580187,0.32893702,2.09451919,0.26582832,0.34515349,117.85759403,0.03947108,1.23271691,11.20607171,0.80441949,2.21855682,0.41778298,108.37193425,0.85530575
B1V2,B1motion-v2 ordered + pre-crop,45,1.07364923,0.10028697,0.1009224,0.18239864,0.01712311,0.00073241,0.00081372,0.00142475,0.00038969,0.06810836,0.26731104,0.1731365,0.15096297,-1.61377343,19.49154752,0.32937461,2.09909678,0.26654565,0.34738124,118.01265426,0.04065967,1.22915473,11.83840135,0.80554592,2.20735642,0.41957299,107.80843073,0.85301111
B1V2,B1motion-v2 ordered + pre-crop,46,1.04913862,0.09803236,0.09878811,0.17580483,0.01665435,0.00075826,0.00084743,0.00148294,0.00039251,0.06830406,0.26371398,0.17411203,0.14766642,-1.60656478,20.06496667,0.32950346,2.11688161,0.26357953,0.34226964,115.20849089,0.03744057,1.23028349,11.06264857,0.79871995,2.23969979,0.41796233,106.13652462,0.85522321
B1V2,B1motion-v2 ordered + pre-crop,47,1.06371335,0.09926092,0.10087305,0.17861624,0.01618238,0.00071379,0.00079811,0.00134611,0.0003782,0.06751746,0.26875029,0.17001144,0.15125148,-1.61314202,19.65026401,0.32646278,2.11312267,0.26558254,0.34069833,114.57871366,0.04090729,1.23169868,9.19547345,0.80355122,2.24594877,0.41806113,107.95002614,0.85680799
B1V2,B1motion-v2 ordered + pre-crop,48,1.00459855,0.09510129,0.09603036,0.16739206,0.01628654,0.0006634,0.00075851,0.00124942,0.00036965,0.06763676,0.25214795,0.17418246,0.14788492,-1.61764407,18.01849237,0.3250196,2.04272438,0.26186556,0.33898956,114.47596679,0.03882726,1.22364782,11.48737124,0.79752512,2.21083181,0.41733791,106.51237725,0.85494257
B1V2,B1motion-v2 ordered + pre-crop,49,1.05020821,0.09688703,0.09834687,0.17576927,0.0167015,0.00073905,0.0008275,0.0013951,0.00038645,0.06844578,0.26929365,0.17313831,0.1531872,-1.60757843,19.35631943,0.32738199,2.11122398,0.2698668,0.34644911,115.91322306,0.03882726,1.23093397,10.95790412,0.80726342,2.22434814,0.41853027,107.43765689,0.85573496
B1V2,B1motion-v2 ordered + pre-crop,50,1.07909721,0.10151983,0.1015728,0.18300965,0.01698175,0.00076651,0.00085041,0.0014311,0.00038817,0.06737204,0.26693434,0.17833582,0.15854882,-1.60658428,18.99327949,0.33020481,2.07641096,0.26547028,0.34629643,120.69748742,0.0395206,1.23011275,10.86039025,0.80777735,2.22473817,0.41812397,107.2123137,0.85306064
B1V2,B1motion-v2 ordered + pre-crop,51,1.07766902,0.10059567,0.10167204,0.18114514,0.01629844,0.00079502,0.00088531,0.00155514,0.00038125,0.06837388,0.2697073,0.17539807,0.15505788,-1.60154794,18.79267182,0.32651256,2.06831955,0.26155342,0.33913798,116.79074916,0.03942155,1.21948853,10.88381537,0.7985958,2.21058351,0.41837535,106.51152347,0.85505813
B1V2,B1motion-v2 ordered + pre-crop,52,1.01728475,0.09502003,0.09588673,0.17123346,0.01638224,0.00069533,0.00078822,0.00130453,0.00038234,0.06802323,0.25574172,0.17113189,0.14864672,-1.62134148,18.67081371,0.32722767,2.06371181,0.2650336,0.34416042,117.01894736,0.03922345,1.23257799,12.33513273,0.79888636,2.21394297,0.42066354,107.1049136,0.85474447
B1V2,B1motion-v2 ordered + pre-crop,53,1.03966247,0.09653438,0.09778941,0.17378711,0.01674907,0.00069754,0.00078903,0.00137168,0.00039148,0.06831319,0.26572514,0.17237531,0.14919835,-1.61217484,19.09654019,0.32496999,2.08618017,0.26467937,0.33980487,114.96151185,0.03907488,1.23071632,11.68452853,0.80289339,2.23893439,0.41767452,109.45636077,0.85700609
B1V2,B1motion-v2 ordered + pre-crop,54,1.07390244,0.10147961,0.10212176,0.17907538,0.01688933,0.00074327,0.00082722,0.00141643,0.00037809,0.06762019,0.26930614,0.17742866,0.15887821,-1.61164036,19.10281938,0.32969366,2.07746151,0.26390564,0.34461297,118.44249986,0.04130349,1.22758391,12.24554279,0.80421037,2.21469092,0.41884182,107.62296237,0.85291206
B1V2,B1motion-v2 ordered + pre-crop,55,1.02285271,0.09499938,0.09597597,0.16979494,0.01609482,0.00072901,0.00082832,0.00135333,0.00037919,0.06721168,0.26296409,0.17231953,0.150952,-1.60504059,19.34128763,0.32674832,2.09109252,0.26606803,0.34233831,115.76132379,0.03961965,1.23439979,10.14426506,0.80334447,2.23695884,0.41767849,109.92779208,0.85698958
