run_id,epoch,search_valid_rate,search_unavailable_rate,search_material_selection_rate,selected_share_of_valid_approx,search_helpful_prevalence_valid,search_helpful_precision_selected,helpful_precision_lift_pp,search_weight_unconditional,search_weight_conditional_valid_approx,effective_sample_size_logged_mean,effective_sample_size_valid_approx,observation_error_m,search_error_valid_m,final_error_m,one_step_error_reduction_pct,motion_valid_rate,motion_helpful_rate_valid,motion_weight_unconditional,motion_weight_conditional_valid_approx,v2_search_valid_rate,valid_coverage_gain_pp,foreground_point_gain_pct,proposal_loss_reduction_pct,vote_loss_reduction_pct
V21_SEARCH,60,0.3076465927099842,0.6923534072900158,0.30101030110935023,0.9784288473921441,0.5471397882796789,0.5579933715591623,1.085358327948338,0.14943380330330597,0.4857320277366957,692356.0611628367,8.626368319312876,0.24803138631742844,0.24478609241521584,0.23062985485475718,7.015858646373459,0.0,0.0,0.0,0.0,,,,,
V21_FULL,60,0.3070522979397781,0.6929477020602219,0.2981378763866878,0.970967741935484,0.5589400699772472,0.575801518812138,1.6861448834890824,0.100680621058227,0.327894048452858,692950.2802595088,8.396612903168725,0.24792439067845487,0.2431153262022251,0.2300479762881947,7.210429898139773,0.9042690174326465,0.16916550272004163,0.24560774223976392,0.2716091533657546,,,,,
V21_VERSUS_V2_SEARCH_EVIDENCE,60,0.3070522979397781,0.6929477020602219,,,,,,,,,,,,,,,,,,0.23291402535657688,7.413827258320124,104.12229566903162,24.003756144920928,3.7644260115354045
