run_key,run_name,dataset,category,train_split,val_split,seed,epochs,batch_size,num_candidates,num_workers,steps_per_epoch,validation_interval_epochs,unique_validation_points,validation_epochs,checkpoint_path,checkpoint_size_bytes,last_checkpoint_path,last_checkpoint_target,scalars_path,log_path,training_complete,completion_evidence,evaluation_mode,online_comparable,local_terminal_evidence
trajtrack_gt_assisted_seed42,trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518,nuScenes-mini,Car,mini_train,mini_val,42,60,16,4,12,1262,5,12,5;10;15;20;25;30;35;40;45;50;55;60,/home/lishengjie/study/lcyu/trajtrack/work_dirs/trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518/epoch_60.pth,492332184,/home/lishengjie/study/lcyu/trajtrack/work_dirs/trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518/last_checkpoint,/home/lishengjie/study/lcyu/trajtrack/work_dirs/trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518/epoch_60.pth,/home/lishengjie/study/lcyu/trajtrack/work_dirs/trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518/20260714_175547/vis_data/scalars.json,/home/lishengjie/study/lcyu/trajtrack/logs/seqtrack_protocol/trajtrack_car_mini_seqtrack_protocol_seed42_gpu0_20260714-175518.log,True,Saving checkpoint at 60 epochs; Epoch(val) [60][116/116],gt_assisted_refinement,False,C:\Users\25227\.codex\attachments\036135a9-87df-421f-afab-20c87599ad0d\pasted-text.txt
