run_id,checkpoint,epoch,global_step,help_bias_motion,help_bias_search,help_weight_norm_motion,help_weight_norm_search,step_bias_motion,step_bias_search,step_weight_norm_motion,step_weight_norm_search
V21_SEARCH,last.ckpt,60,75720,-3.891820192337036,-3.806023120880127,0.0,0.6632915735244751,0.0,0.0386541523039341,0.0,0.5929570198059082
V21_FULL,last.ckpt,60,75720,-3.8281569480895996,-3.799901008605957,0.7733073830604553,0.7321720123291016,0.028528794646263123,0.039055969566106796,1.0636736154556274,0.725558876991272
