treatment,baseline,comparison_basis,delta_final_success,delta_final_precision,delta_late3_success,delta_late3_precision
SEARCH_LEGACY,SEQTRACK_NEW,requested but confounded by anomalous control,17.971559524536133,25.054704666137695,18.292488098144528,24.952590942382816
B2V2_FULL,SEQTRACK_NEW,requested but confounded by anomalous control,22.448579788208008,33.41794013977051,23.323851267496746,35.37272135416667
SEARCH_LEGACY,SEQTRACK_HIST,historical original SeqTrack reference,-1.330413818359375,-3.570026397705078,-0.676877339680992,-3.2698771158854143
SEARCH_LEGACY,B0_HIST,strongest available B0 guardrail,-3.70458984375,-7.990150451660156,-3.4741058349609375,-7.511301676432289
B2V2_FULL,SEQTRACK_HIST,historical original SeqTrack reference,3.1466064453125,4.793209075927734,4.354485829671226,7.1502532958984375
B2V2_FULL,B0_HIST,strict available guardrail; not same commit,0.772430419921875,0.37308502197265625,1.5572573343912808,2.9088287353515625
B2V2_FULL,B1V3,diagnostic attribution reference; not a matched ablation,1.477020263671875,2.9201278686523438,2.4121055603027344,4.806710561116539
