group_key,group_name,protocol,item_order,source,source_model,display_model,role,metric,epoch,step,value
a1_time_variants_60ep,A1 Time Encoding / Main-Branch Variants (60ep),60ep seed42 nuScenes-mini,7,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,50,63100,62.65098571777344
a1_time_variants_60ep,A1 Time Encoding / Main-Branch Variants (60ep),60ep seed42 nuScenes-mini,7,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,55,69410,63.35011291503906
a1_time_variants_60ep,A1 Time Encoding / Main-Branch Variants (60ep),60ep seed42 nuScenes-mini,7,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,60,75720,61.10174560546875
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,5,6309,40.6969
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,10,12619,46.0908
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,15,18929,45.7298
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,20,25239,42.8851
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,25,31549,51.7363
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,30,37859,48.9289
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,35,44169,52.2834
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,40,50479,46.4781
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,45,56789,50.4628
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,50,63099,50.2024
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,55,69409,49.1346
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,60,75719,50.9858
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,5,6309,41.8698
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,10,12619,65.2144
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,15,18929,50.5416
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,20,25239,49.2309
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,25,31549,60.6324
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,30,37859,53.9092
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,35,44169,62.3392
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,40,50479,51.174
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,45,56789,59.6105
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,50,63099,57.3085
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,55,69409,59.3184
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,60,75719,59.9617
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,5,6309,27.13676071166992
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,10,12619,43.05580520629883
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,15,18929,43.35120391845703
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,20,25239,39.90481948852539
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,25,31549,45.35995864868164
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,30,37859,44.16302108764648
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,35,44169,44.14332962036133
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,40,50479,43.41028594970703
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,45,56789,44.44092178344727
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,50,63099,45.02516555786133
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,55,69409,44.559078216552734
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,success/test,60,75719,45.26586532592773
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,5,6309,24.57877349853516
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,10,12619,49.05251693725586
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,15,18929,57.15426635742188
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,20,25239,39.89934539794922
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,25,31549,58.852298736572266
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,30,37859,55.40919494628906
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,35,44169,54.3807373046875
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,40,50479,56.13129806518555
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,45,56789,57.12582015991211
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,50,63099,57.5612678527832
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,55,69409,57.185997009277344
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,1,main,A2 Dynamics,A2 raw-dyn,variant,precision/test,60,75719,58.83151245117188
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,5,6309,30.856674194335938
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,10,12619,39.99671936035156
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,15,18929,28.08205795288086
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,20,25239,30.038291931152344
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,25,31549,31.18490219116211
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,30,37859,30.39715576171875
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,35,44169,28.394968032836914
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,40,50479,34.891685485839844
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,45,56789,29.193655014038086
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,50,63099,29.858863830566406
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,55,69409,29.791032791137695
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,success/test,60,75719,29.410287857055664
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,5,6309,33.122535705566406
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,10,12619,43.676151275634766
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,15,18929,31.25820541381836
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,20,25239,32.42888641357422
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,25,31549,32.40043640136719
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,30,37859,31.355581283569336
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,35,44169,28.807443618774414
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,40,50479,40.669586181640625
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,45,56789,30.620351791381836
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,50,63099,31.590810775756836
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,55,69409,31.416851043701172
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,2,scaled,A2-scaled-dyn,A2 scaled-dyn,variant,precision/test,60,75719,31.51422119140625
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,5,6309,28.206787109375
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,10,12619,51.31619644165039
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,15,18929,43.98577880859375
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,20,25239,40.847923278808594
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,25,31549,50.35120391845703
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,30,37859,44.2614860534668
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,35,44169,49.95732879638672
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,40,50479,51.15207290649414
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,45,56789,51.54158020019531
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,50,63099,50.19365692138672
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,55,69409,49.156455993652344
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,60,75719,50.961708068847656
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,5,6309,27.129104614257812
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,10,12619,63.573307037353516
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,15,18929,58.25929641723633
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,20,25239,51.07986831665039
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,25,31549,63.44639587402344
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,30,37859,56.505470275878906
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,35,44169,60.55799102783203
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,40,50479,62.92231750488281
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,45,56789,63.214439392089844
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,50,63099,62.531734466552734
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,55,69409,60.62144088745117
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,3,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,60,75719,63.31401062011719
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,5,1574,40.64442443847656
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,10,3149,41.98577880859375
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,15,4724,31.515316009521484
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,20,6299,29.0010929107666
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,25,7874,31.605031967163086
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,30,9449,29.21772575378418
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,35,11024,27.664112091064453
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,40,12599,26.60503387451172
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,45,14174,28.18927764892578
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,50,15749,26.355579376220703
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,55,17324,25.89387321472168
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,success/test,60,18899,26.677244186401367
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,5,1574,54.624725341796875
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,10,3149,48.81181716918945
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,15,4724,36.96936798095703
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,20,6299,30.161922454833984
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,25,7874,29.317289352416992
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,30,9449,27.56127166748047
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,35,11024,27.064552307128906
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,40,12599,25.130197525024414
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,45,14174,25.978118896484375
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,50,15749,24.873083114624023
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,55,17324,24.08643341064453
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,4,cand_disp,A2-order-dyn-cand1,A2 cand1,variant,precision/test,60,18899,24.4989070892334
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,5,6309,26.031728744506836
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,10,12619,52.44091796875
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,15,18929,40.950767517089844
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,20,25239,27.52406883239746
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,25,31549,45.7625846862793
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,30,37859,44.89387130737305
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,35,44169,47.98796844482422
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,40,50479,50.81071853637695
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,45,56789,51.097373962402344
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,50,63099,49.95733642578125
a2_dynamics_variants_60ep,A2 Dynamics Variants (60ep),60ep nuScenes-mini; cand1 has fewer optimizer steps,5,cand_disp,A2-order-dyn-disp,A2 dyn+disp,variant,success/test,55,69409,49.62254333496094
