group_key,group_name,protocol,item_order,source,source_model,display_model,role,metric,epoch,step,value
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,35,44170,52.19365310668945
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,40,50480,49.66411590576172
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,45,56790,52.1433219909668
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,50,63100,52.76258087158203
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,55,69410,53.15645980834961
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,success/test,60,75720,51.156455993652344
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,5,6310,61.594085693359375
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,10,12620,28.489059448242188
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,15,18930,39.87417984008789
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,20,25240,54.65864562988281
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,25,31550,58.96060562133789
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,30,37860,49.02735137939453
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,35,44170,61.76367950439453
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,40,50480,59.284461975097656
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,45,56790,62.772430419921875
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,50,63100,62.65098571777344
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,55,69410,63.35011291503906
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,2,twc_gate,A1-order+TWC,A1 order+TWC,variant,precision/test,60,75720,61.10174560546875
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,5,6309,28.206787109375
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,10,12619,51.31619644165039
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,15,18929,43.98577880859375
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,20,25239,40.847923278808594
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,25,31549,50.35120391845703
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,30,37859,44.2614860534668
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,35,44169,49.95732879638672
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,40,50479,51.15207290649414
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,45,56789,51.54158020019531
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,50,63099,50.19365692138672
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,55,69409,49.15645599365234
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,success/test,60,75719,50.961708068847656
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,5,6309,27.12910461425781
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,10,12619,63.57330703735352
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,15,18929,58.25929641723633
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,20,25239,51.07986831665039
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,25,31549,63.44639587402344
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,30,37859,56.505470275878906
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,35,44169,60.55799102783203
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,40,50479,62.92231750488281
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,45,56789,63.21443939208984
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,50,63099,62.531734466552734
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,55,69409,60.62144088745117
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,3,twc_gate,A2-order-dyn,A2 order-dyn,variant,precision/test,60,75719,63.31401062011719
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,5,6310,36.06454849243164
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,10,12620,45.235233306884766
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,15,18930,24.025161743164062
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,20,25240,26.394969940185547
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,25,31550,34.28118133544922
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,30,37860,26.968273162841797
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,35,44170,31.419038772583008
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,40,50480,29.014223098754883
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,45,56790,28.882932662963867
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,50,63100,27.624725341796875
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,55,69410,28.285560607910156
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,success/test,60,75720,28.230854034423828
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,5,6310,57.432167053222656
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,10,12620,50.39934539794922
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,15,18930,22.714441299438477
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,20,25240,28.356678009033203
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,25,31550,40.19037628173828
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,30,37860,28.749454498291016
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,35,44170,36.78993606567383
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,40,50480,33.54486083984375
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,45,56790,32.94310760498047
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,50,63100,29.9989070892334
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,55,69410,31.725383758544922
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,4,twc_gate,A2-order-dyn+TWC,A2 dyn+TWC .05,variant,precision/test,60,75720,32.03719711303711
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,5,6310,30.26805305480957
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,10,12620,26.39715576171875
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,15,18930,23.30087661743164
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,20,25240,26.524070739746094
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,25,31550,26.386213302612305
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,30,37860,24.090810775756836
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,35,44170,22.34682846069336
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,40,50480,21.34026527404785
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,45,56790,22.98796844482422
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,50,63100,23.007659912109375
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,55,69410,22.618162155151367
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,success/test,60,75720,22.878559112548828
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,5,6310,32.156455993652344
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,10,12620,30.056894302368164
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,15,18930,22.671772003173828
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,20,25240,27.026260375976562
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,25,31550,28.51969337463379
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,30,37860,25.42560386657715
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,35,44170,23.263675689697266
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,40,50480,21.789936065673828
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,45,56790,24.635665893554688
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,50,63100,24.471553802490234
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,55,69410,23.690372467041016
twc_related_60ep,TWC-Related Runs (60ep),60ep nuScenes-mini; active TWC validity fixed,5,latest,A2-order-dyn+TWC w0.01 seed42,A2 dyn+TWC .01,variant,precision/test,60,75720,24.269147872924805
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,5,6309,40.6969
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,10,12619,46.0908
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,15,18929,45.7298
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,20,25239,42.8851
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,25,31549,51.7363
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,30,37859,48.9289
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,35,44169,52.2834
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,40,50479,46.4781
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,45,56789,50.4628
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,50,63099,50.2024
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,55,69409,49.1346
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,success/test,60,75719,50.9858
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,5,6309,41.8698
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,10,12619,65.2144
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,15,18929,50.5416
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,20,25239,49.2309
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,25,31549,60.6324
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,30,37859,53.9092
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,35,44169,62.3392
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,40,50479,51.174
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,45,56789,59.6105
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,50,63099,57.3085
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,55,69409,59.3184
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,0,main,SeqTrack baseline,SeqTrack baseline,baseline,precision/test,60,75719,59.9617
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,5,6309,28.206787109375
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,10,12619,51.31619644165039
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,15,18929,43.98577880859375
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,20,25239,40.847923278808594
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,25,31549,50.35120391845703
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,30,37859,44.2614860534668
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,35,44169,49.95732879638672
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,40,50479,51.15207290649414
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,45,56789,51.54158020019531
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,50,63099,50.19365692138672
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,55,69409,49.156455993652344
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,success/test,60,75719,50.961708068847656
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,5,6309,27.129104614257812
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,10,12619,63.573307037353516
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,15,18929,58.25929641723633
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,20,25239,51.07986831665039
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,25,31549,63.44639587402344
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,30,37859,56.505470275878906
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,35,44169,60.55799102783203
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,40,50479,62.92231750488281
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,45,56789,63.214439392089844
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,50,63099,62.531734466552734
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,55,69409,60.62144088745117
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,1,order,A2-order-dyn,A2 order-dyn seed42,variant,precision/test,60,75719,63.31401062011719
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,5,6309,44.9376
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,10,12619,25.419
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,15,18929,24.233
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,20,25239,22.8063
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,25,31549,44.9836
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,30,37859,41.4344
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,35,44169,40.6707
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,40,50479,28.3534
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,45,56789,32.1433
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,50,63099,38.8829
a3_gate_variants_60ep,A3 / Gate Variants (60ep),60ep nuScenes-mini plus latest retests,2,main,CT P5 full,P5 full,variant,success/test,55,69409,25.7123
