comparison,tracklet_key,success,precision,mean_iou,mean_center_error,center_error_gain
standard_M2_minus_A1,2197057ff31949819b309f2c7ec9a113,10.294117647058826,31.10294117647058,0.10197379402233642,-0.6185815436436517,0.6185815436436517
standard_M2_minus_A1,29d3fb54f8b746118133456815b12eeb,6.136363636363626,11.59090909090908,0.05807607798831316,-0.24561003868993864,0.24561003868993864
standard_M2_minus_A1,29f69a7cb2c544c8a5ef26437a48e021,2.9032258064516157,9.032258064516142,0.031226330259809698,-0.17809033330666135,0.17809033330666135
standard_M2_minus_A1,2a42fd0e123c455fbaeb1c5f03dba0b2,30.652173913043484,53.043478260869556,0.30862288010173555,-1.0793732458892018,1.0793732458892018
standard_M2_minus_A1,2cc84e32d40647b185276f8d7baf5322,5.833333333333336,8.333333333333343,0.052827898210039526,-0.14630653642709962,0.14630653642709962
standard_M2_minus_A1,2e84949acbd84ea3857ca2a04e50b6a4,3.666666666666657,9.666666666666664,0.04401982144292388,-0.1860452029015287,0.1860452029015287
standard_M2_minus_A1,2ef4b4d20b064d34b754f68e48f5a5c2,4.821428571428569,27.678571428571423,0.047467611971095613,-0.5482638169468907,0.5482638169468907
standard_M2_minus_A1,307a3275c31f452eb9c7c66636c7bb27,17.105263157894733,46.184210526315795,0.16758267851668857,-1.2145272538565526,1.2145272538565526
standard_M2_minus_A1,349232409f354033b215b5e37c3312ab,25.250000000000014,31.624999999999993,0.26002849976493014,-3.5658911048245243,3.5658911048245243
standard_M2_minus_A1,34daad97663c4e8ea00f842adc581ab5,1.4814814814814667,-0.9259259259259238,0.010503228380558394,0.025100031777757326,-0.025100031777757326
standard_M2_minus_A1,3620feb00d744241a94855f3a8913a78,11.285714285714285,28.714285714285715,0.11052131827976425,-0.5828955129041549,0.5828955129041549
standard_M2_minus_A1,377df4ee88ec46c9be892080557263f6,0.6250000000000142,-1.0416666666666714,0.0005964281075052646,0.021076487789875392,-0.021076487789875392
standard_M2_minus_A1,3eb275ac391e46aa8fad54e18a7b5a8f,6.190476190476197,9.523809523809518,0.06073201934195743,-0.19090375790961345,0.19090375790961345
standard_M2_minus_A1,3eff2b1ecf29497e9967dd21509431fe,5.714285714285715,6.071428571428569,0.05630812335885382,-0.11627855853335839,0.11627855853335839
standard_M2_minus_A1,486ade171d7a40e9b071de6d07f307aa,0.0,-2.499999999999993,0.0015588523535217114,0.0763705027531304,-0.0763705027531304
standard_M2_minus_A1,48d06a263b314b48bd41343ea5f5d158,11.428571428571416,19.999999999999986,0.11209292247330549,-0.43437455119631585,0.43437455119631585
standard_M2_minus_A1,4a8058d0441a46d381995e1af1086039,12.500000000000014,18.75,0.13150710710855362,-0.374512772461488,0.374512772461488
standard_M2_minus_A1,52770232202d4ad1a98ed07d5b4c20b9,-3.4722222222222143,-8.749999999999986,-0.03630355541282093,0.1741047452119076,-0.1741047452119076
standard_M2_minus_A1,55527032f0174fefa3b051a24707bf08,11.025641025641029,37.30769230769231,0.11137044216568803,-0.7619817622685447,0.7619817622685447
standard_M2_minus_A1,58ead1aad9b544b4b8126d8723f2764f,2.499999999999986,2.500000000000014,0.02230285504651386,-0.02286102601563849,0.02286102601563849
standard_M2_minus_A1,5cba59926dd04bcfaf994ab682e07460,0.0,0.0,0.0,0.0,0.0
standard_M2_minus_A1,6346de1c47584b34833d6df500d2ed6c,6.666666666666643,3.958333333333343,0.06447245623719045,-0.06109118895576665,0.06109118895576665
standard_M2_minus_A1,63510eb8f6ed4b3189002b1f2648ea1f,0.961538461538467,-0.7692307692307665,0.01625111164184523,0.014081334502132226,-0.014081334502132226
standard_M2_minus_A1,64b22104a573415a8c860fc22214619c,1.071428571428573,-2.6785714285714377,0.01288543472458209,1.1896931872711063,-1.1896931872711063
standard_M2_minus_A1,64ce64c25d424c3088db384021d8dbb3,5.000000000000014,6.666666666666671,0.05730953853937315,-0.12927986099244296,0.12927986099244296
standard_M2_minus_A1,65acd0cbce474d9cb2eef362a1b279be,-8.658536585365859,-20.12195121951219,-0.08415548357731883,0.3941951775949035,-0.3941951775949035
standard_M2_minus_A1,6786acf4f6b644639d550c608785320f,-2.0,20.785714285714285,-0.020941595329164342,-0.4985857181313549,0.4985857181313549
standard_M2_minus_A1,68dbf490d231446f92fa7dbd366c8b93,2.391304347826093,3.0434782608695627,0.018358499743999168,-0.0563956941655491,0.0563956941655491
standard_M2_minus_A1,6ad58d370ed542a9a68e1fcf5a4f2ee7,2.5000000000000036,5.999999999999986,0.02810826947965761,-0.12909867314164547,0.12909867314164547
standard_M2_minus_A1,6dafc154a9ef43ff8fd680620dc90433,15.555555555555571,30.555555555555557,0.15379114964827212,-0.5956065115450444,0.5956065115450444
standard_M2_minus_A1,6f1f46b67f3d430cbf417e750fcec3c7,0.0,0.0,0.0,0.0,0.0
standard_M2_minus_A1,713b6bedc51f4d1b9802a13aec39aaf3,-5.0,-5.000000000000014,-0.0436261778488104,0.09485869183611502,-0.09485869183611502
standard_M2_minus_A1,71cb36c9a35343b7961454d5c3695a9f,0.0,0.0,0.007025404012593439,-0.017824545616491355,0.017824545616491355
standard_M2_minus_A1,720ca55c654a4ac8bfe9babd1c1072be,-2.799999999999983,-2.5999999999999943,-0.027862885577463636,0.0648933255021023,-0.0648933255021023
standard_M2_minus_A1,7328a1bef88b4e84aa2ee0d837effd8d,9.375,9.999999999999986,0.1011983306673031,-0.2276910223965663,0.2276910223965663
standard_M2_minus_A1,749bf5675a3d435a987f0b8582e93509,0.0,0.0,0.0,0.0,0.0
standard_M2_minus_A1,7581fd7e9c0f426cb0efb9ea1f3f2830,15.454545454545453,19.545454545454533,0.15628940377007539,-0.39843996972023693,0.39843996972023693
standard_M2_minus_A1,77268b95b44a4b89ad17df89479de81c,1.6666666666666679,9.375000000000004,0.013032241292354751,-0.20781460644553795,0.20781460644553795
standard_M2_minus_A1,7a2612095f7840048f58d69a07e836a5,9.807692307692307,31.153846153846153,0.0967934962868584,-0.637513632537799,0.637513632537799
standard_M2_minus_A1,802bbdc22d21477f8803a39a5e7e98bf,-1.875,-0.625,-0.019731432362673162,0.016888592241797395,-0.016888592241797395
standard_M2_minus_A1,8096b5ad8e334c2eabffca9cf3bbf08a,-1.25,-4.999999999999986,-0.02303340158281142,0.09886941617094236,-0.09886941617094236
standard_M2_minus_A1,84755505e70547af890aff9db860f692,-16.607142857142847,-26.785714285714292,-0.1694310828972525,0.8639106525418667,-0.8639106525418667
standard_M2_minus_A1,85269a87307a4ee3967e37b496e32280,-2.5,-2.0,-0.020386887291991063,0.044432075814373584,-0.044432075814373584
standard_M2_minus_A1,856aeb4fa2024f1284c6290a44e9dec5,7.567567567567544,19.189189189189186,0.0708163384895284,-0.3876098826785231,0.3876098826785231
standard_M2_minus_A1,898c8b3c29d64d80806dd5e5fc6c02d3,12.857142857142875,13.571428571428584,0.12964879255935313,-0.27701224710915956,0.27701224710915956
standard_M2_minus_A1,8ce4fe54af77467d90c840465f69677f,1.6666666666666572,3.148148148148138,0.017736917079236636,-0.07021133043629035,0.07021133043629035
standard_M2_minus_A1,8fba9861aa6d4d14b78c90fbb5372fb2,-5.833333333333336,-3.6111111111111143,-0.057956265261734585,0.07239828499435408,-0.07239828499435408
standard_M2_minus_A1,96c353e8f14d4a63ba2b844d43cffc42,13.478260869565233,26.956521739130423,0.13968523196758775,-0.5464594145215667,0.5464594145215667
standard_M2_minus_A1,98eef3fdea464efd92fb6aaf0ebe8c9a,0.3571428571428559,2.4107142857142883,0.008654368932163287,-1.8687339632595523,1.8687339632595523
standard_M2_minus_A1,9c5151b34911482f8155ab55c3f5d32f,0.0,0.0,0.0002140601565058936,-0.2134546577783034,0.2134546577783034
standard_M2_minus_A1,9ca01ff2a1b54d2eafaed768e58783ad,6.764705882352942,17.794117647058826,0.07540268428880897,-0.35892200759023485,0.35892200759023485
standard_M2_minus_A1,9e5f09bc19cd473dae219194ada64f3d,3.5714285714285694,1.309523809523803,0.03292802512165516,0.08953694717536687,-0.08953694717536687
standard_M2_minus_A1,a1cc58fdb3fa4a0097a315a77ce1be90,22.222222222222207,22.77777777777777,0.22185427007466557,-0.4731343600233694,0.4731343600233694
standard_M2_minus_A1,a661e4cd1f644266a8307b4948082ae7,2.2727272727272734,8.030303030303031,0.017936803216187736,-0.160715612236838,0.160715612236838
standard_M2_minus_A1,a6ca1e8c4eee458cb4981e02f58c954f,14.687500000000007,22.1875,0.15029408173243886,-0.45403158143502537,0.45403158143502537
standard_M2_minus_A1,a9916751b03c494dafa2eddc4496e702,13.846153846153847,25.769230769230766,0.13583931173135422,-0.5201388051642797,0.5201388051642797
standard_M2_minus_A1,aa8f809da9ce441ab1b01fac18e6f97b,0.0,2.499999999999986,-0.001261159837116943,-0.04229654442202668,0.04229654442202668
standard_M2_minus_A1,ab820b691d3446ea889a70cd429cd931,-1.2500000000000142,0.0,-0.006564575609008805,0.006452891043147002,-0.006452891043147002
standard_M2_minus_A1,afff27c4b3934c59837d2294137735d5,0.0,0.0,0.0039385505994311565,-0.0005570776309621866,0.0005570776309621866
standard_M2_minus_A1,b673cf89298845398bf0252c52e5affd,5.000000000000014,1.6666666666666856,0.040738982069935537,-0.054489156392672905,0.054489156392672905
standard_M2_minus_A1,b9df4a8540da4a3a94d7911ead8c1bc8,-25.5,-22.0,-0.26522297489697766,0.41438257560135466,-0.41438257560135466
standard_M2_minus_A1,ba7ec913a8d8494e98ff60579a32acce,0.0,0.0,0.0,0.0,0.0
standard_M2_minus_A1,bbe3bc5ca1434a2ea802f5ed5062785e,11.200000000000003,18.19999999999999,0.11987824651895396,-0.37309270573836073,0.37309270573836073
standard_M2_minus_A1,c283b224a9984736bff67a2f347866fa,4.1666666666666625,3.125,0.04210218137059017,-5.35792540105723,5.35792540105723
standard_M2_minus_A1,c7bb896c68f748c9b735ca9df26435de,5.0,2.0,0.03792788979552941,-0.03613286090055895,0.03613286090055895
standard_M2_minus_A1,ca3f0ced132845b4afce73a6f27a953e,3.6666666666666714,9.333333333333314,0.031844635422937806,-0.19246038163150933,0.19246038163150933
standard_M2_minus_A1,ca5b3ca5aea745ee8fe12b0f74d77f8e,3.999999999999993,12.687499999999993,0.03986667013142042,-0.2619370644368848,0.2619370644368848
standard_M2_minus_A1,d0f5aace57684923b8a44b554b006fb2,6.891891891891895,27.567567567567565,0.07009974476534514,-0.5598108416088485,0.5598108416088485
standard_M2_minus_A1,d71462c2ae74472bae3adbf7a41b2fc7,3.9024390243902474,2.439024390243908,0.03955836531382262,0.39914586791949835,-0.39914586791949835
standard_M2_minus_A1,db7d65690f2e412e887468596e2ddabf,17.5,44.6590909090909,0.17207003460303882,-1.0480795753007817,1.0480795753007817
standard_M2_minus_A1,dc762bf1bc694d3e8141bf592f9b1456,1.7307692307692335,2.21153846153846,0.01715475707805733,-0.6139686094684933,0.6139686094684933
standard_M2_minus_A1,dce1fda2d70945c792dcc27074ec6aa9,5.694444444444443,16.875,0.060358713938598874,-0.32602384160968145,0.32602384160968145
standard_M2_minus_A1,e2878e5b8aa849a18e39baee3f3440bd,9.878048780487816,27.195121951219512,0.10132266930353862,-0.5805148263667863,0.5805148263667863
standard_M2_minus_A1,e3f3d97fa9564422a37828d01c8a2f5f,1.3043478260869605,-1.7391304347826093,0.005782565165547648,0.02843503884484616,-0.02843503884484616
standard_M2_minus_A1,e561b60694dc4514b6dddcfc5a5b6a90,0.3125000000000142,-1.5625,0.007038134463778656,0.01670094029972638,-0.01670094029972638
standard_M2_minus_A1,e5cabb9d6b474377a206feab4ec64d3f,5.5,3.0,0.058924539759107275,-0.06967040603477892,0.06967040603477892
standard_M2_minus_A1,e73ba8faf67d40c8b6b653489393ef8b,-14.838709677419338,-18.870967741935488,-0.14878662408008514,0.37397648732474054,-0.37397648732474054
standard_M2_minus_A1,eaaf60765ee8478f8e0bd4942571c6fb,-3.2051282051282044,0.7692307692307665,-0.032269183053627304,-0.01520082641008591,0.01520082641008591
standard_M2_minus_A1,ebb251e1e8b144c697dc28c22bb44b13,1.6666666666666856,0.0,0.01142881552255992,-0.01063275736535832,0.01063275736535832
standard_M2_minus_A1,ec221beba32448e4a9865e920aeefed5,5.15625,19.921874999999993,0.04850112411211083,-0.4524624082580051,0.4524624082580051
standard_M2_minus_A1,ec2a550c52b240d98c9c3bca3d06602f,-2.352941176470594,-8.823529411764703,-0.02214117663270415,0.16887921565127728,-0.16887921565127728
standard_M2_minus_A1,ec5241e32939433baeb2b3955920b28c,-5.645161290322584,4.838709677419345,-0.05588976819792779,-0.10605562441752953,0.10605562441752953
standard_M2_minus_A1,f1335e8d0b7c40988d9ab522b5993d3d,1.2500000000000142,1.25,0.020281480114475947,-0.0221306250076789,0.0221306250076789
standard_M2_minus_A1,f2d9e6f194ee446eafc7a79fcb32994a,3.124999999999986,4.375,0.02861539481936659,-0.09426284151623114,0.09426284151623114
standard_M2_minus_A1,f3995943006145ca8a7bc375527f0aba,0.0,0.0,0.0,-0.04750947861883503,0.04750947861883503
standard_M2_minus_A1,f4af7fd215ee47aa8b64bac0443d7be8,1.7857142857142918,-0.7142857142857082,0.019105249283655312,0.0028451245075655357,-0.0028451245075655357
standard_M2_minus_A1,f5c0c1968ef0486cb3183e521841352f,-0.7142857142857082,-0.952380952380949,-0.010125857057479037,0.015940109104877795,-0.015940109104877795
standard_M2_minus_A1,f7f666bf92c049bea8fabc42a8831005,18.0,25.0,0.18100833294921614,-0.4924086687952764,0.4924086687952764
standard_M2_minus_A1,f987ba5f8e6243889a731f8cffe1934b,16.212121212121218,24.469696969696955,0.17279690291222333,-4.313275064822234,4.313275064822234
standard_M2_minus_A1,fa6ddc168ffb4ab88b718f719357211e,6.212121212121204,8.333333333333343,0.06043373822020526,-0.1662322396888848,0.1662322396888848
standard_M2_minus_A1,fd4ce422e0db4ad3ab978a811ba04d3a,30.138888888888896,52.70833333333333,0.318291044666328,-22.91151033231811,22.91151033231811
standard_M2_minus_A1,fe050ab6b19d41d8bc2641f9835e9d1b,0.7812499999999929,2.578125,0.008812642771310608,-0.039551616606122275,0.039551616606122275
standard_true_minus_fixed,007842c92eaf4351b5a9678f7e7094f3,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,045cd82a77a1472499e8c15100cb5ff3,0.0,0.0,0.0,-0.0015834317239811213,0.0015834317239811213
standard_true_minus_fixed,06ff24b7f1e8479b934f1b74348028bc,0.45454545454545503,0.0,0.006084534578086956,-1.4590321353208644,1.4590321353208644
standard_true_minus_fixed,0b2ef8648d3c467989b67d5a3ce2a3df,0.0,0.0,1.0933572448801332e-07,-0.002976925572407474,0.002976925572407474
standard_true_minus_fixed,0bfc7d407d09490cba7ac57897fcb100,0.3999999999999915,-0.20000000000000284,0.0016189094113738811,-0.006141763246989035,0.006141763246989035
standard_true_minus_fixed,0cfdfb5bbe8a41268271e24f2edefb9c,0.0,0.0,0.00027775755052450446,-0.0007321474815996099,0.0007321474815996099
standard_true_minus_fixed,11a08ff383a6451bbda6b9af56cfa6e2,0.1612903225806548,0.48387096774193594,0.001981286364623025,-0.00715519564276107,0.00715519564276107
standard_true_minus_fixed,1377fe4255444b1495d0ccb972d8ef98,0.0,0.0,0.0005093359124735963,0.00035758267346674283,-0.00035758267346674283
standard_true_minus_fixed,143ecd5e93614768bdb3da695e76c409,-0.21739130434782794,-0.21739130434782794,3.911025913966304e-05,0.003743666610651397,-0.003743666610651397
standard_true_minus_fixed,19f5d51759454803ae8bbc45bfb92737,0.0,0.0,0.0013206319486432916,-0.002430338196077575,0.002430338196077575
standard_true_minus_fixed,1a018f3bcdea44f9ab60912938495032,0.0,0.0,0.0,0.9827922122788628,-0.9827922122788628
standard_true_minus_fixed,1e4a740fd22b44dda3eed861e6e3f170,0.0,0.0,0.00019445848054100434,-0.0005873851261464225,0.0005873851261464225
standard_true_minus_fixed,1f8d7e8410ed435da374688590a13b0a,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,200c440c0e9b4627ad4f3047227016a2,0.0,0.0,-2.1099875196044227e-06,0.0017341399799164492,-0.0017341399799164492
standard_true_minus_fixed,2197057ff31949819b309f2c7ec9a113,0.0,0.0,-0.00010121842231836098,0.0009308731031280049,-0.0009308731031280049
standard_true_minus_fixed,29d3fb54f8b746118133456815b12eeb,0.22727272727271952,0.0,0.001049412262422944,-0.0008408187592517935,0.0008408187592517935
standard_true_minus_fixed,29f69a7cb2c544c8a5ef26437a48e021,0.32258064516128826,0.0,0.003100354474193545,-0.004628923956530473,0.004628923956530473
standard_true_minus_fixed,2a42fd0e123c455fbaeb1c5f03dba0b2,0.0,0.0,1.9527040169498022e-05,0.0004307157753242197,-0.0004307157753242197
standard_true_minus_fixed,2cc84e32d40647b185276f8d7baf5322,7.499999999999993,13.333333333333329,0.06851994781721937,-0.27052056160823584,0.27052056160823584
standard_true_minus_fixed,2e84949acbd84ea3857ca2a04e50b6a4,0.0,0.3333333333333286,0.0007531315305849273,-0.001283244273792561,0.001283244273792561
standard_true_minus_fixed,2ef4b4d20b064d34b754f68e48f5a5c2,0.7142857142857153,0.0,0.010595813714863622,-0.01125992972638129,0.01125992972638129
standard_true_minus_fixed,307a3275c31f452eb9c7c66636c7bb27,1.0526315789473628,0.526315789473685,0.007294888727905513,-0.01579136927397795,0.01579136927397795
standard_true_minus_fixed,349232409f354033b215b5e37c3312ab,0.0,0.0,1.2579098426557245e-05,-5.273999122423767e-06,5.273999122423767e-06
standard_true_minus_fixed,34daad97663c4e8ea00f842adc581ab5,0.0,-0.5555555555555713,-0.0023689305201773925,0.010034645086350102,-0.010034645086350102
standard_true_minus_fixed,3620feb00d744241a94855f3a8913a78,0.5714285714285694,0.142857142857153,0.0020550865150268383,-0.002426298141591565,0.002426298141591565
standard_true_minus_fixed,377df4ee88ec46c9be892080557263f6,0.0,0.0,-0.00034330223037704055,0.0006189389307967863,-0.0006189389307967863
standard_true_minus_fixed,3eb275ac391e46aa8fad54e18a7b5a8f,0.0,0.0,-0.00027768326364091545,0.0006496658141343925,-0.0006496658141343925
standard_true_minus_fixed,3eff2b1ecf29497e9967dd21509431fe,0.0,0.0,-0.00020729939469243952,0.001034156776160422,-0.001034156776160422
standard_true_minus_fixed,486ade171d7a40e9b071de6d07f307aa,0.0,0.0,-4.61810983942712e-06,2.6062950086003234e-05,-2.6062950086003234e-05
standard_true_minus_fixed,48d06a263b314b48bd41343ea5f5d158,0.1785714285714306,0.0,-0.0006917807498987294,0.0009732558832778182,-0.0009732558832778182
standard_true_minus_fixed,4a8058d0441a46d381995e1af1086039,0.3125,0.0,0.0003426465957185876,-0.0011720752381781663,0.0011720752381781663
standard_true_minus_fixed,52770232202d4ad1a98ed07d5b4c20b9,-0.4166666666666572,-0.5555555555555571,-0.0013390570833876625,0.00505164921188922,-0.00505164921188922
standard_true_minus_fixed,55527032f0174fefa3b051a24707bf08,0.1282051282051242,0.0,-0.0003266304605615833,-0.0013996049933816535,0.0013996049933816535
standard_true_minus_fixed,58ead1aad9b544b4b8126d8723f2764f,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,5cba59926dd04bcfaf994ab682e07460,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,6346de1c47584b34833d6df500d2ed6c,-1.4210854715202004e-14,-0.2083333333333286,-0.00118078998998572,0.0028307852474956374,-0.0028307852474956374
standard_true_minus_fixed,63510eb8f6ed4b3189002b1f2648ea1f,-0.1923076923076934,0.673076923076934,-0.0033839695303421458,-0.016038203948834484,0.016038203948834484
standard_true_minus_fixed,64b22104a573415a8c860fc22214619c,0.0,-0.1785714285714306,-6.027415587844809e-05,0.017951541069731736,-0.017951541069731736
standard_true_minus_fixed,64ce64c25d424c3088db384021d8dbb3,0.0,0.0,1.300194497144691e-05,0.00014466657155777496,-0.00014466657155777496
standard_true_minus_fixed,65acd0cbce474d9cb2eef362a1b279be,0.0,0.1219512195121979,0.0005556537899790159,-0.0028896605846467915,0.0028896605846467915
standard_true_minus_fixed,6786acf4f6b644639d550c608785320f,-1.428571428571427,-3.4285714285714377,-0.015373291021789692,0.0643697736031178,-0.0643697736031178
standard_true_minus_fixed,68dbf490d231446f92fa7dbd366c8b93,0.21739130434782794,0.0,0.0002551355782318687,-0.00023339914907408166,0.00023339914907408166
standard_true_minus_fixed,6ad58d370ed542a9a68e1fcf5a4f2ee7,-0.16666666666666785,0.0,-9.076522054557445e-05,0.0007268948533061259,-0.0007268948533061259
standard_true_minus_fixed,6dafc154a9ef43ff8fd680620dc90433,0.0,-0.18518518518519045,0.0033791645285623506,-0.0015204575246782481,0.0015204575246782481
standard_true_minus_fixed,6f1f46b67f3d430cbf417e750fcec3c7,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,713b6bedc51f4d1b9802a13aec39aaf3,0.0,-0.5882352941176521,-0.0028966159273561276,0.004922763480733866,-0.004922763480733866
standard_true_minus_fixed,71cb36c9a35343b7961454d5c3695a9f,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,720ca55c654a4ac8bfe9babd1c1072be,0.0,-0.20000000000000284,-0.00011969202182038341,0.0007329159823347697,-0.0007329159823347697
standard_true_minus_fixed,7328a1bef88b4e84aa2ee0d837effd8d,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,749bf5675a3d435a987f0b8582e93509,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,7581fd7e9c0f426cb0efb9ea1f3f2830,0.0,0.0,0.0011612967721083,-0.0019757757527510272,0.0019757757527510272
standard_true_minus_fixed,77268b95b44a4b89ad17df89479de81c,0.0,-0.2083333333333286,-0.00010178899991192258,4.3326109279817615e-05,-4.3326109279817615e-05
standard_true_minus_fixed,7a2612095f7840048f58d69a07e836a5,-1.9230769230769198,-0.5769230769230944,-0.01953226297889943,0.01606812131085117,-0.01606812131085117
standard_true_minus_fixed,802bbdc22d21477f8803a39a5e7e98bf,0.0,0.0,2.1451520674786728e-05,-1.2190622382057814e-05,1.2190622382057814e-05
standard_true_minus_fixed,8096b5ad8e334c2eabffca9cf3bbf08a,0.0,0.0,0.0006556966135758957,0.0005161871159312659,-0.0005161871159312659
standard_true_minus_fixed,84755505e70547af890aff9db860f692,0.0,0.0,-6.826256096037486e-05,0.000316140096746631,-0.000316140096746631
standard_true_minus_fixed,85269a87307a4ee3967e37b496e32280,0.5,0.75,0.0020853849991429585,-0.009998455989353006,0.009998455989353006
standard_true_minus_fixed,856aeb4fa2024f1284c6290a44e9dec5,0.5405405405405332,0.13513513513514397,0.0019841662483527367,-0.0021420193862683456,0.0021420193862683456
standard_true_minus_fixed,898c8b3c29d64d80806dd5e5fc6c02d3,0.0,0.0,0.0017037392799962303,-0.0008232379782713711,0.0008232379782713711
standard_true_minus_fixed,8ce4fe54af77467d90c840465f69677f,0.0,0.0,-2.9349719560922694e-05,-1.1600815372603268e-05,1.1600815372603268e-05
standard_true_minus_fixed,8fba9861aa6d4d14b78c90fbb5372fb2,0.0,-0.13888888888888573,-0.0004906933476179764,0.001554495742375428,-0.001554495742375428
standard_true_minus_fixed,96c353e8f14d4a63ba2b844d43cffc42,0.0,0.0,0.0016919770156941238,-0.00046042138694848966,0.00046042138694848966
standard_true_minus_fixed,98eef3fdea464efd92fb6aaf0ebe8c9a,0.0,0.0,-1.3416694095269577e-05,8.820375790175028e-05,-8.820375790175028e-05
standard_true_minus_fixed,9c5151b34911482f8155ab55c3f5d32f,0.0,0.0,-3.4347507614912454e-06,-0.0017084612936244525,0.0017084612936244525
standard_true_minus_fixed,9ca01ff2a1b54d2eafaed768e58783ad,-0.14705882352941302,-0.1470588235294059,-0.0009794863573008294,0.0015706661599598215,-0.0015706661599598215
standard_true_minus_fixed,9e5f09bc19cd473dae219194ada64f3d,0.0,0.2380952380952408,0.001825431026097557,-0.016309671292467853,0.016309671292467853
standard_true_minus_fixed,a1cc58fdb3fa4a0097a315a77ce1be90,-1.4210854715202004e-14,-0.27777777777777146,-0.0006952890350027108,0.0015730468430746325,-0.0015730468430746325
standard_true_minus_fixed,a661e4cd1f644266a8307b4948082ae7,-0.15151515151515582,0.0,-0.00064843994504582,0.000638966386954487,-0.000638966386954487
standard_true_minus_fixed,a6ca1e8c4eee458cb4981e02f58c954f,-0.3125,-0.3125,-0.004038861078984102,-0.0005750572742356796,0.0005750572742356796
standard_true_minus_fixed,a9916751b03c494dafa2eddc4496e702,0.0,0.0,0.0016628589339635624,-9.982474718855938e-05,9.982474718855938e-05
standard_true_minus_fixed,aa8f809da9ce441ab1b01fac18e6f97b,0.0,0.0,-6.050735784035588e-05,0.00018107093860275647,-0.00018107093860275647
standard_true_minus_fixed,ab820b691d3446ea889a70cd429cd931,0.0,0.0,-2.1233056621716706e-05,2.391626622866294e-05,-2.391626622866294e-05
standard_true_minus_fixed,afff27c4b3934c59837d2294137735d5,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,b673cf89298845398bf0252c52e5affd,0.0,0.0,0.0002151090327557892,3.438712263196045e-05,-3.438712263196045e-05
standard_true_minus_fixed,b9df4a8540da4a3a94d7911ead8c1bc8,-1.0,0.0,-0.008710237264917153,0.0060956034958689065,-0.0060956034958689065
standard_true_minus_fixed,ba7ec913a8d8494e98ff60579a32acce,0.0,0.0,0.0,0.0,0.0
standard_true_minus_fixed,bbe3bc5ca1434a2ea802f5ed5062785e,-0.20000000000000284,0.0,-0.0007574088001364165,0.0009484858021169551,-0.0009484858021169551
standard_true_minus_fixed,c283b224a9984736bff67a2f347866fa,0.0,0.0,3.4600527040740126e-06,0.0007071811562653352,-0.0007071811562653352
