motion_error,raw_search_error,refined_error,refined_minus_motion,refined_minus_raw,refined_minus_raw_ci_low,refined_minus_raw_ci_high,changed_rows,changed_harm_rows,changed_help_rows,changed_mean_delta,train_structural_rate,validation_structural_rate,validation_valid_foreground_rate,validation_valid_foreground_n,presence_auc,presence_positive_mean,presence_negative_mean
2.904547660035223,2.6496321780075105,2.7344412105890674,-0.17010644944615602,0.08480903258155766,0.03790700008215809,0.1323085860587953,21,15,6,0.2665426749737888,0.30576465927099844,0.05788423153692615,0.03293413173652695,66.0,0.49727272727272726,0.9363692019903807,0.8769627110799775
