model,metric,final,final_epoch,final_step,best,best_epoch,best_step,best_final_gap,mean,std,late_mean_epoch120_180,late_std_epoch120_180,final_delta_vs_baseline_180ep,best_delta_vs_baseline_180ep,late_mean_delta_vs_baseline_180ep
SeqTrack baseline 180ep,success/test,51.33588790893555,180,227160,52.06454849243164,80,100960,0.7286605834960938,49.85436577267117,2.8266540109226392,50.73666147085336,0.5287492494483913,0.0,0.0,0.0
SeqTrack baseline 180ep,precision/test,60.1466064453125,180,227160,63.70459747314453,10,12620,3.5579910278320312,58.16949356926812,4.82155868107624,59.183724036583534,0.7978696935163051,0.0,0.0,0.0
CT-SeqTrack A2-order-dyn 180ep,success/test,30.81728744506836,180,227160,46.891685485839844,10,12620,16.074398040771484,32.28179020351834,3.6972125396172077,30.699125289916992,0.5431267976662656,-20.518600463867188,-5.172863006591797,-20.03753618093637
CT-SeqTrack A2-order-dyn 180ep,precision/test,34.40918731689453,180,227160,55.76149368286133,15,18930,21.352306365966797,36.80576864878336,5.681955073588663,34.394714648907,0.9304443288423736,-25.73741912841797,-7.943103790283203,-24.789009387676536
CT-SeqTrack A3-conf-res-gate 180ep,success/test,28.464990615844727,180,227160,30.12801170349121,10,12620,1.6630210876464844,28.02163971794976,1.6038764125533909,28.329995668851414,0.4050220356898063,-22.87089729309082,-21.93653678894043,-22.40666580200195
CT-SeqTrack A3-conf-res-gate 180ep,precision/test,27.277902603149414,180,227160,35.596282958984375,5,6310,8.318380355834961,27.01066795984904,2.0832423652487515,26.858862803532528,0.6162058914828552,-32.868703842163086,-28.108314514160156,-32.32486123305101
