run_id,arm,role,final_success,final_precision,late3_success,late3_precision,best_success,best_success_epoch,best_precision,best_precision_epoch
SEQTRACK_NEW,"SeqTrack control (2026-08-01, anomalous)",requested_control,31.683805465698242,31.33698081970215,31.138220469156902,30.640408833821613,32.30306625366211,5,33.793216705322266,10
SEARCH_LEGACY,"Legacy search-only (tube, 75/25 tokens)",requested_search_only,49.655364990234375,56.391685485839844,49.43070856730143,55.59299977620443,49.948577880859375,35,58.92888259887695,35
B2V2_FULL,B2-v2 motion + Search Evidence + joint fusion,requested_full,54.13238525390625,64.75492095947266,54.46207173665365,66.01313018798828,54.91794204711914,55,66.7002182006836,55
SEQTRACK_HIST,SeqTrack historical reference (2026-05-28),historical_reference,50.98577880859375,59.96171188354492,50.10758590698242,58.862876892089844,52.28337097167969,35,65.21444702148438,10
B0_HIST,CT-v2 B0 historical guardrail (2026-07-25),historical_guardrail,53.359954833984375,64.3818359375,52.90481440226237,63.10430145263672,54.13457107543945,50,64.3818359375,60
B1V3,B1motion-v3 standalone (2026-08-01),attribution_reference,52.655364990234375,61.83479309082031,52.049966176350914,61.20641962687174,52.655364990234375,60,65.55580139160156,30
