run_id,epoch,search_candidate_valid_rate,search_foreground_points,search_targetness_loss,search_vote_loss,search_proposal_loss,observation_error_m,final_error_m,search_selected_rate
B2V2_FULL,47,0.23335974643423138,3.666501584786054,0.00944820653912953,0.01754601054504147,0.014227125675648515,0.2495200649588686,0.23805720333110322,0.0010400158478605388
B2V2_FULL,48,0.2317254358161648,3.6735835974643423,0.009187286145225414,0.016828410197089968,0.013382865303931905,0.24670085597860075,0.2347080260987516,0.0009904912836767037
B2V2_FULL,49,0.23400356576862125,3.6501089540412046,0.00905485018419074,0.01716340409193104,0.01373040724845104,0.24971388002913653,0.23804205926445132,0.0007428684627575278
B2V2_FULL,50,0.22939778129952457,3.6157389064976226,0.008998976443055851,0.0167257257156365,0.013370455315095545,0.24690344858259294,0.23541067987562359,0.0008419175911251981
B2V2_FULL,51,0.23167591125198098,3.6875,0.008948739725848474,0.016981836181173098,0.013553775472603799,0.2517237227215253,0.239261024237482,0.0009904912836767037
B2V2_FULL,52,0.2347959587955626,3.7036450079239303,0.008965916672644358,0.016349828959891892,0.012822107362214473,0.24847221376873235,0.237355483492184,0.0012876386687797148
B2V2_FULL,53,0.232270206022187,3.7150851822503963,0.00847871261740551,0.016831722545095556,0.013483034755554919,0.24929876424809078,0.23799453775520937,0.0012381141045958795
B2V2_FULL,54,0.23182448494453248,3.696612519809826,0.00906409555113727,0.01724961798510067,0.013459687275144822,0.2500302236048998,0.2380846522559549,0.0010400158478605388
B2V2_FULL,55,0.2305863708399366,3.6516937400950873,0.008979854685863322,0.01746258583733994,0.013809704035360049,0.2493799066675824,0.23783693185132204,0.0012876386687797148
B2V2_FULL,56,0.2339540412044374,3.6602614896988905,0.008916738142312808,0.016496360647435288,0.013218751939305053,0.24704491164647455,0.23557740326516224,0.0012381141045958795
B2V2_FULL,57,0.23177496038034864,3.6729893026941363,0.009067537180188212,0.016805632437211084,0.013534093671243102,0.2486288499931337,0.23773404479428253,0.001089540412044374
B2V2_FULL,58,0.23286450079239301,3.678486529318542,0.008314356074987069,0.017076576373655356,0.013605100263372416,0.24677843691429888,0.23595227837184718,0.0012876386687797148
B2V2_FULL,59,0.23316164817749604,3.7059726624405704,0.009232723422778805,0.017646724882900196,0.013749191526004626,0.24698014343644473,0.23519438173379836,0.0011885895404120444
B2V2_FULL,60,0.23291402535657688,3.6786351030110933,0.008584446973235585,0.016695290023104496,0.013611151967082118,0.24656639367389224,0.23550540980441634,0.0010400158478605388
