run_id,arm,role,final_success,final_precision,late3_success,late3_precision,best_success,best_success_epoch,best_precision,best_precision_epoch
SEQTRACK_NEW,"SeqTrack control (2026-08-01, anomalous)",requested_control,31.683805465698242,31.33698081970215,31.138220469156902,30.640408833821613,32.30306625366211,5,33.793216705322266,10
SEQTRACK_HIST,SeqTrack historical seed42 reference,historical_reference,50.98577880859375,59.96171188354492,50.10758590698242,58.862876892089844,52.28337097167969,35,65.21444702148438,10
B0_HIST,CT-v2 historical B0 guardrail,historical_guardrail,53.359954833984375,64.3818359375,52.90481440226237,63.10430145263672,54.13457107543945,50,64.3818359375,60
LEGACY_SEARCH,Legacy tube search-only,legacy_search_reference,49.655364990234375,56.391685485839844,49.43070856730143,55.59299977620443,49.948577880859375,35,58.92888259887695,35
B2V2_FULL,B2-v2 motion + search + softmax fusion,v2_full_reference,54.13238525390625,64.75492095947266,54.46207173665365,66.01313018798828,54.91794204711914,55,66.7002182006836,55
V21_SEARCH,B2-v2.1 search-only,requested_search_only,52.74288558959961,63.045955657958984,51.81218338012695,61.76732635498047,53.594093322753906,40,64.49343872070312,40
V21_FULL,B2-v2.1 motion + search + advantage fusion,requested_full,25.847923278808594,25.177244186401367,25.7932186126709,25.365427652994793,32.405906677246094,10,32.24726486206055,5
