protocol,metric,comparison_label,final_true,final_shuffled,final_delta,late_true_45_60,late_shuffled_45_60,late_delta_45_60,mean_delta_all,true_win_points,eval_points,true_win_rate,note
random20,Success,random20 · Success,44.852943420410156,41.09538269042969,3.7575607299804688,45.147746086120605,42.020341873168945,3.12740421295166,2.9975255330403647,10,12,0.8333333333333334,"Epoch-60 last.ckpt is primary; validation-point win counts are descriptive robustness checks, not independent trials."
random20,Precision,random20 · Precision,44.81308364868164,37.489009857177734,7.324073791503906,45.70093631744385,39.494571685791016,6.206364631652832,7.539283275604248,11,12,0.9166666666666666,"Epoch-60 last.ckpt is primary; validation-point win counts are descriptive robustness checks, not independent trials."
gap1124,Success,gap1124 · Success,44.858787536621094,43.438743591308594,1.4200439453125,41.30867004394531,44.321797370910645,-3.013127326965332,-3.7393929163614907,3,12,0.25,"Epoch-60 last.ckpt is primary; validation-point win counts are descriptive robustness checks, not independent trials."
gap1124,Precision,gap1124 · Precision,48.28162384033203,46.463802337646484,1.8178215026855469,43.4989070892334,47.92263126373291,-4.423724174499512,-5.998572667439778,2,12,0.16666666666666666,"Epoch-60 last.ckpt is primary; validation-point win counts are descriptive robustness checks, not independent trials."
