model,metric,final,final_epoch,final_step,best,best_epoch,best_step,best_final_gap,mean,std,late_mean_epoch40_60,late_std_epoch40_60,final_delta_vs_baseline,best_delta_vs_baseline,final_delta_vs_a1_order,best_delta_vs_a1_order,final_delta_vs_a2_order_dyn,best_delta_vs_a2_order_dyn,parent_model,final_delta_vs_parent,best_delta_vs_parent
SeqTrack baseline,success/test,50.9858,60,75719,52.2834,35,44169,1.2976000000000028,47.96790833333333,3.4747748400575853,49.452740000000006,1.6051280616823074,0.0,0.0,-0.2428682128906345,-1.0152869812011716,0.0240919311523413,0.7418197998046878,,,
A3-order-gate-safe,success/test,48.3205680847168,60,75720,50.99234771728516,55,69410,2.67177963256836,44.82239818572998,5.627688170428626,48.51707000732422,1.4151489378962183,-2.6652319152832007,-1.291052282714844,-2.9081001281738352,-2.306339263916016,-2.64113998413086,-0.5492324829101562,A2-order-dyn,-2.64113998413086,-0.5492324829101562
A3-order-conf-res-gate,success/test,31.173961639404297,60,75720,62.03704071044922,5,6310,30.86307907104492,34.640294551849365,11.487042169979086,30.928447723388672,1.1496933608542066,-19.8118383605957,9.753640710449218,-20.05470657348633,8.738353729248047,-19.78774642944336,10.495460510253906,A2-order-dyn,-19.78774642944336,10.495460510253906
SeqTrack baseline,precision/test,59.9617,60,75719,65.2144,10,12619,5.252699999999997,55.92588333333333,6.395816864669351,57.47462,3.282452839813544,0.0,0.0,2.0984568969726567,3.199080175781248,-3.352310620117187,1.641092962646475,,,
A3-order-gate-safe,precision/test,54.86542510986328,60,75720,60.16520690917969,55,69410,5.299781799316406,51.11321544647217,6.00411177903568,54.78686981201172,3.2953150443493286,-5.096274890136719,-5.04919309082031,-2.9978179931640625,-1.8501129150390625,-8.448585510253906,-3.4081001281738352,A2-order-dyn,-8.448585510253906,-3.4081001281738352
A3-order-conf-res-gate,precision/test,30.917945861816406,60,75720,76.29630279541016,15,18930,45.37835693359375,36.23795620600382,15.01903068236978,30.56345901489258,1.5855941000798175,-29.043754138183598,11.08190279541016,-26.945297241210938,14.280982971191406,-32.39606475830078,12.722995758056634,A2-order-dyn,-32.39606475830078,12.722995758056634
