run_id,epoch,legacy_search_used_rate,legacy_expansion_ratio,legacy_baseline_points,legacy_extension_points,legacy_predicted_displacement_m
SEARCH_LEGACY,1,0.03471671949286846,0.008679179873217115,342.9953446909667,10.46023177496038,1.5497088239081027
SEARCH_LEGACY,2,0.034617670364500794,0.008654417591125198,342.59637480190173,10.926208399366086,1.53819292058752
SEARCH_LEGACY,3,0.03496434231378764,0.00874108557844691,349.94993066561017,10.673732171156894,1.5449692922719591
SEARCH_LEGACY,4,0.034617670364500794,0.008654417591125198,356.34048137876385,10.439629556259906,1.5394444431173844
SEARCH_LEGACY,5,0.03377575277337559,0.008443938193343898,339.8655408082409,9.46810618066561,1.544034604508601
SEARCH_LEGACY,6,0.0339243264659271,0.008481081616481775,349.77679278922346,9.470582408874803,1.5483540099131892
SEARCH_LEGACY,7,0.034766244057052295,0.008691561014263074,342.8730685419968,9.82849643423138,1.540056634747472
SEARCH_LEGACY,8,0.03451862123613312,0.00862965530903328,344.8730190174326,10.621582805071315,1.5444119370611835
SEARCH_LEGACY,9,0.034617670364500794,0.008654417591125198,346.21161846275754,9.883369651347069,1.546122986522965
SEARCH_LEGACY,10,0.03382527733755943,0.008456319334389858,344.91739302694134,10.137183042789223,1.5442668144870106
SEARCH_LEGACY,11,0.0349148177496038,0.00872870443740095,343.36880942947704,9.965481378763867,1.5458080256962927
SEARCH_LEGACY,12,0.034469096671949286,0.008617274167987321,343.6973058637084,10.570572503961966,1.5391138298658391
SEARCH_LEGACY,13,0.035410063391442155,0.008852515847860539,345.72484152139464,11.126782884310618,1.5525634478948858
SEARCH_LEGACY,14,0.03437004754358162,0.008592511885895405,344.9665709191759,10.333944136291601,1.5469001035092371
SEARCH_LEGACY,15,0.03382527733755943,0.008456319334389858,342.9017432646593,9.480586370839937,1.5435656046704427
SEARCH_LEGACY,16,0.03565768621236133,0.008914421553090333,334.9665709191759,9.782190966719494,1.5419372187398976
SEARCH_LEGACY,17,0.03496434231378764,0.00874108557844691,353.0024762282092,10.470235736925515,1.5544069643411342
SEARCH_LEGACY,18,0.03422147385103011,0.008555368462757527,343.6906200475436,9.713252773375594,1.5464787008654084
SEARCH_LEGACY,19,0.03466719492868463,0.008666798732171157,343.99395800316955,10.255447702060222,1.552722360953547
SEARCH_LEGACY,20,0.03357765451664026,0.008394413629160064,335.8189877179081,9.976723454833598,1.5369730946060312
SEARCH_LEGACY,21,0.033973851030110934,0.008493462757527733,343.69066957210777,10.433587559429476,1.556174766785936
SEARCH_LEGACY,22,0.034270998415213944,0.008567749603803486,339.5748316164818,10.220830031695721,1.5512860428347073
SEARCH_LEGACY,23,0.03412242472266244,0.00853060618066561,345.06027139461173,10.161994849445325,1.5324328391710902
SEARCH_LEGACY,24,0.034766244057052295,0.008691561014263074,351.5368462757528,10.153129952456418,1.5544122122287183
SEARCH_LEGACY,25,0.03496434231378764,0.00874108557844691,347.7027040412044,10.565768621236133,1.5473378567982956
SEARCH_LEGACY,26,0.0356081616481775,0.008902040412044374,348.2488114104596,10.707805071315372,1.5479856395234963
SEARCH_LEGACY,27,0.03471671949286846,0.008679179873217115,341.97508914421553,10.030358557844691,1.5566004612638058
SEARCH_LEGACY,28,0.03536053882725832,0.00884013470681458,346.5491778922345,9.980933042789223,1.5525754163640946
SEARCH_LEGACY,29,0.03422147385103011,0.008555368462757527,347.24212559429475,10.130744849445325,1.5419398550115373
SEARCH_LEGACY,30,0.03407290015847861,0.008518225039619652,342.5851822503962,9.228011093502378,1.5559794103598337
SEARCH_LEGACY,31,0.03441957210776545,0.008604893026941363,341.9031299524564,10.423880744849445,1.551293763996983
SEARCH_LEGACY,32,0.03471671949286846,0.008679179873217115,346.91833399366084,10.611875990491283,1.539314229737985
SEARCH_LEGACY,33,0.033528129952456416,0.008382032488114104,342.23633122028525,9.79675118858954,1.5430164747161528
SEARCH_LEGACY,34,0.033973851030110934,0.008493462757527733,340.4658775752773,10.380249603803486,1.5398709609892025
SEARCH_LEGACY,35,0.034617670364500794,0.008654417591125198,345.4647385103011,10.101030110935024,1.547460952447506
SEARCH_LEGACY,36,0.03466719492868463,0.008666798732171157,350.6739797939778,10.349346275752774,1.5532192718798499
SEARCH_LEGACY,37,0.03654912836767037,0.009137282091917592,348.37514857369257,10.556259904912837,1.5513888016850843
SEARCH_LEGACY,38,0.033676703645007924,0.008419175911251981,338.303337955626,10.43878763866878,1.5488159049777595
SEARCH_LEGACY,39,0.03531101426307449,0.008827753565768622,351.06205427892235,10.353011093502378,1.542704017313342
SEARCH_LEGACY,40,0.035756735340729,0.00893918383518225,345.5628466719493,10.629952456418383,1.5454662307719043
SEARCH_LEGACY,41,0.03422147385103011,0.008555368462757527,338.9325475435816,10.106428288431061,1.5632465012052736
SEARCH_LEGACY,42,0.03318145800316957,0.008295364500792393,346.58592511885894,10.648326069730587,1.5405781063680697
SEARCH_LEGACY,43,0.03407290015847861,0.008518225039619652,348.82819928684626,10.240095087163233,1.5485048128525165
SEARCH_LEGACY,44,0.03422147385103011,0.008555368462757527,343.29947503961967,9.815421949286847,1.5432179181374575
SEARCH_LEGACY,45,0.03333003169572108,0.00833250792393027,343.2906101426307,9.587608954041205,1.5471208565255918
SEARCH_LEGACY,46,0.03412242472266244,0.00853060618066561,339.35548732171156,10.433785657686212,1.5542077912038366
SEARCH_LEGACY,47,0.03451862123613312,0.00862965530903328,346.6313886687797,10.953793581616482,1.5438237348076977
