protocol,role,manifest,transition_count,endpoint_count,permutation_is_one_to_one,derangement_has_no_self_map,marginal_gap_multiset_preserved,real_dt_mean,real_dt_std,numeric_equal_share_1e9,numeric_near_equal_share_1ms,mean_abs_dt_change,median_abs_dt_change,p95_abs_dt_change,real_effective_correlation,content_sha256,permutation_sha256
random20,train,random20_train_shuffled_dt_seed42.json,3831,4074,True,True,True,0.61131568777751,0.2663942527448773,0.0033933698773166276,0.40146175933176714,0.2058400881256207,0.004174947738647461,0.9986075162887573,-0.011733843222331458,e84441ff7a04eb083468d28a90b0e4861007279e1b097c0d7d3e78fefab518d9,885422323763f4424aeb4fdd4fc3e8ce315eb0153ecd2fa59c16da6a67aec609
random20,val,random20_val_shuffled_dt_seed42.json,1728,1819,True,True,True,0.6217774492171075,0.2833117226862036,0.009837962962962963,0.4537037037037037,0.21106656971904966,0.0011218786239624023,0.9997071981430053,0.027712034866073616,71785ff21d3139c49b03d6959593a5deac038dd1faada413cba332bfe405dbe6,a9c926ceafe5cfc4f4121f393f1e4be8f60672978ab764706be35b0e4ec0af8b
gap1124,train,gap1124_train_shuffled_dt_seed42.json,2613,2856,True,True,True,0.8962688097495756,0.5581725429880772,0.005357826253348641,0.20474550325296595,0.5595417207016418,0.4993312358856201,1.5013070106506348,-0.014084850458508855,8a41b43dc3746cb5aa0f52c2d905b8007c1e47221dfc7d466bb619b2a6b04c6a,f6e1f3a6ec00e317a4534f98bf567a36973acd976a70ad97170e68e3905bee6f
gap1124,val,gap1124_val_shuffled_dt_seed42.json,1166,1257,True,True,True,0.9214677806579433,0.5732610251354215,0.006003430531732418,0.24957118353344768,0.575181399160552,0.4993237257003784,1.500926673412323,-0.0013168135703417736,2c566192085cc0921e911196ba2b99f26cdd6360c2e82acdb65e4366776824c5,4642aeeb86ee3530f933fdc2c9e521f1e52b3d7b3c8d5e2b9f77f2b82bb19467
