run_id,run_label,protocol,time_mode,metric,final,final_epoch,best,best_epoch,mean_all,std_all,late_mean_45_60,late_std_45_60,evaluation_points
random20_true,random20 · true,random20,true,Success,44.852943420410156,60,50.13881301879883,25,41.48776785532633,6.367104124511947,45.147746086120605,0.27710284850582934,12
random20_true,random20 · true,random20,true,Precision,44.81308364868164,60,66.22319793701172,20,44.56409231821696,11.154676728094072,45.70093631744385,0.6309647445905722,12
random20_shuffled,random20 · shuffled,random20,shuffled,Success,41.09538269042969,60,53.269649505615234,20,38.49024232228597,7.043783694724608,42.020341873168945,0.6995877981195985,12
random20_shuffled,random20 · shuffled,random20,shuffled,Precision,37.489009857177734,60,63.12260437011719,20,37.02480904261271,10.795159950779736,39.494571685791016,1.462546514495345,12
gap1124_true,gap1124 · true,gap1124,true,Success,44.858787536621094,60,49.03142547607422,30,40.6758820215861,5.8893046398960305,41.30867004394531,3.306529465801765,12
gap1124_true,gap1124 · true,gap1124,true,Precision,48.28162384033203,60,60.60063934326172,20,45.92697556813558,7.98233578907154,43.4989070892334,4.516236123811679,12
gap1124_shuffled,gap1124 · shuffled,gap1124,shuffled,Success,43.438743591308594,60,53.68933868408203,10,44.41527493794759,4.591135268751342,44.321797370910645,1.6443542679714804,12
gap1124_shuffled,gap1124 · shuffled,gap1124,shuffled,Precision,46.463802337646484,60,62.5894889831543,10,51.925548235575356,6.584865051296971,47.92263126373291,2.3908715098070785,12
