run_key,condition,diagnostic,end_step,end_epoch,block_mean,block_size
B,"Paired views, TWC weight 0",twc_valid_ratio,34999,27.73296354992076,0.7499375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,35999,28.525356576862123,0.7535,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,36999,29.317749603803488,0.75,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,37999,30.11014263074485,0.7458125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,38999,30.90253565768621,0.7511875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,39999,31.694928684627577,0.752625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,40999,32.48732171156894,0.7466875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,41999,33.2797147385103,0.753875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,42999,34.07210776545166,0.7493125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,43999,34.864500792393024,0.750875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,44999,35.65689381933439,0.74875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,45999,36.449286846275754,0.7499375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,46999,37.241679873217116,0.7483125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,47999,38.03407290015848,0.750125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,48999,38.82646592709984,0.7493125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,49999,39.6188589540412,0.7523125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,50999,40.41125198098257,0.750625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,51999,41.20364500792393,0.7474375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,52999,41.99603803486529,0.753,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,53999,42.788431061806655,0.7478125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,54999,43.58082408874802,0.753625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,55999,44.37321711568938,0.74775,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,56999,45.16561014263075,0.7479375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,57999,45.95800316957211,0.7500625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,58999,46.75039619651347,0.7489375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,59999,47.54278922345483,0.7465,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,60999,48.335182250396194,0.746625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,61999,49.12757527733756,0.755125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,62999,49.919968304278925,0.747125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,63999,50.712361331220286,0.74875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,64999,51.50475435816165,0.74925,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,65999,52.29714738510301,0.7478125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,66999,53.08954041204437,0.7495625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,67999,53.88193343898574,0.7494375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,68999,54.6743264659271,0.7484375,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,69999,55.466719492868464,0.748,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,70999,56.259112519809825,0.7561875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,71999,57.05150554675119,0.747125,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,72999,57.84389857369255,0.7510625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,73999,58.63629160063392,0.7476875,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,74999,59.42868462757528,0.7525625,1000
B,"Paired views, TWC weight 0",twc_valid_ratio,75719,59.99920760697306,0.7504340277777778,720
B,"Paired views, TWC weight 0",twc_center_gap,999,0.7916006339144216,1.0295567598044872,1000
B,"Paired views, TWC weight 0",twc_center_gap,1999,1.5839936608557845,0.6414413536787034,1000
B,"Paired views, TWC weight 0",twc_center_gap,2999,2.3763866877971473,0.4987882654666901,1000
B,"Paired views, TWC weight 0",twc_center_gap,3999,3.1687797147385104,0.43911934131383895,1000
B,"Paired views, TWC weight 0",twc_center_gap,4999,3.9611727416798734,0.38472835038602354,1000
B,"Paired views, TWC weight 0",twc_center_gap,5999,4.753565768621236,0.3578798420131207,1000
B,"Paired views, TWC weight 0",twc_center_gap,6999,5.545958795562599,0.3330382150411606,1000
B,"Paired views, TWC weight 0",twc_center_gap,7999,6.338351822503962,0.3072683028578758,1000
B,"Paired views, TWC weight 0",twc_center_gap,8999,7.130744849445325,0.28785100143402814,1000
B,"Paired views, TWC weight 0",twc_center_gap,9999,7.923137876386688,0.27576274751871827,1000
B,"Paired views, TWC weight 0",twc_center_gap,10999,8.71553090332805,0.2639698921665549,1000
B,"Paired views, TWC weight 0",twc_center_gap,11999,9.507923930269413,0.24857622723281383,1000
B,"Paired views, TWC weight 0",twc_center_gap,12999,10.300316957210777,0.2407023575529456,1000
B,"Paired views, TWC weight 0",twc_center_gap,13999,11.092709984152139,0.23045681110024452,1000
B,"Paired views, TWC weight 0",twc_center_gap,14999,11.885103011093502,0.23139395518600941,1000
B,"Paired views, TWC weight 0",twc_center_gap,15999,12.677496038034866,0.22791087479144334,1000
B,"Paired views, TWC weight 0",twc_center_gap,16999,13.469889064976229,0.2174016842842102,1000
B,"Paired views, TWC weight 0",twc_center_gap,17999,14.26228209191759,0.20790159824490548,1000
B,"Paired views, TWC weight 0",twc_center_gap,18999,15.054675118858954,0.1970238006412983,1000
B,"Paired views, TWC weight 0",twc_center_gap,19999,15.847068145800318,0.19837038075923918,1000
B,"Paired views, TWC weight 0",twc_center_gap,20999,16.63946117274168,0.18333713459223508,1000
B,"Paired views, TWC weight 0",twc_center_gap,21999,17.43185419968304,0.18581781920045615,1000
B,"Paired views, TWC weight 0",twc_center_gap,22999,18.224247226624406,0.18245341454446315,1000
B,"Paired views, TWC weight 0",twc_center_gap,23999,19.016640253565768,0.17496573685109615,1000
B,"Paired views, TWC weight 0",twc_center_gap,24999,19.80903328050713,0.17624323257058858,1000
B,"Paired views, TWC weight 0",twc_center_gap,25999,20.601426307448495,0.1637312620282173,1000
B,"Paired views, TWC weight 0",twc_center_gap,26999,21.393819334389857,0.15873505315184594,1000
B,"Paired views, TWC weight 0",twc_center_gap,27999,22.18621236133122,0.14576629133522512,1000
B,"Paired views, TWC weight 0",twc_center_gap,28999,22.978605388272584,0.14451804084703326,1000
B,"Paired views, TWC weight 0",twc_center_gap,29999,23.770998415213946,0.14126048751547932,1000
B,"Paired views, TWC weight 0",twc_center_gap,30999,24.56339144215531,0.14089686904475093,1000
B,"Paired views, TWC weight 0",twc_center_gap,31999,25.355784469096672,0.1371643188521266,1000
B,"Paired views, TWC weight 0",twc_center_gap,32999,26.148177496038034,0.14072640355303884,1000
B,"Paired views, TWC weight 0",twc_center_gap,33999,26.9405705229794,0.14104564166814088,1000
B,"Paired views, TWC weight 0",twc_center_gap,34999,27.73296354992076,0.13750470805540682,1000
B,"Paired views, TWC weight 0",twc_center_gap,35999,28.525356576862123,0.13552893362566829,1000
B,"Paired views, TWC weight 0",twc_center_gap,36999,29.317749603803488,0.1340178825557232,1000
B,"Paired views, TWC weight 0",twc_center_gap,37999,30.11014263074485,0.13472411790117622,1000
B,"Paired views, TWC weight 0",twc_center_gap,38999,30.90253565768621,0.13589773677662015,1000
B,"Paired views, TWC weight 0",twc_center_gap,39999,31.694928684627577,0.13480270512402057,1000
B,"Paired views, TWC weight 0",twc_center_gap,40999,32.48732171156894,0.1305154878422618,1000
B,"Paired views, TWC weight 0",twc_center_gap,41999,33.2797147385103,0.1294267157278955,1000
B,"Paired views, TWC weight 0",twc_center_gap,42999,34.07210776545166,0.1295415424965322,1000
B,"Paired views, TWC weight 0",twc_center_gap,43999,34.864500792393024,0.12827649426832796,1000
B,"Paired views, TWC weight 0",twc_center_gap,44999,35.65689381933439,0.1312284708507359,1000
B,"Paired views, TWC weight 0",twc_center_gap,45999,36.449286846275754,0.12997580528631805,1000
B,"Paired views, TWC weight 0",twc_center_gap,46999,37.241679873217116,0.13329335082322358,1000
B,"Paired views, TWC weight 0",twc_center_gap,47999,38.03407290015848,0.1286275702379644,1000
B,"Paired views, TWC weight 0",twc_center_gap,48999,38.82646592709984,0.12767853221669792,1000
B,"Paired views, TWC weight 0",twc_center_gap,49999,39.6188589540412,0.12517863763123752,1000
B,"Paired views, TWC weight 0",twc_center_gap,50999,40.41125198098257,0.12681459390372038,1000
B,"Paired views, TWC weight 0",twc_center_gap,51999,41.20364500792393,0.12719491488486528,1000
B,"Paired views, TWC weight 0",twc_center_gap,52999,41.99603803486529,0.12586626739427448,1000
B,"Paired views, TWC weight 0",twc_center_gap,53999,42.788431061806655,0.124991220921278,1000
B,"Paired views, TWC weight 0",twc_center_gap,54999,43.58082408874802,0.1276689807549119,1000
B,"Paired views, TWC weight 0",twc_center_gap,55999,44.37321711568938,0.12703390523046254,1000
B,"Paired views, TWC weight 0",twc_center_gap,56999,45.16561014263075,0.12448811101540923,1000
B,"Paired views, TWC weight 0",twc_center_gap,57999,45.95800316957211,0.12452208084985614,1000
B,"Paired views, TWC weight 0",twc_center_gap,58999,46.75039619651347,0.12415034119412303,1000
B,"Paired views, TWC weight 0",twc_center_gap,59999,47.54278922345483,0.12343553416058421,1000
B,"Paired views, TWC weight 0",twc_center_gap,60999,48.335182250396194,0.1261109720170498,1000
B,"Paired views, TWC weight 0",twc_center_gap,61999,49.12757527733756,0.12482893865555525,1000
B,"Paired views, TWC weight 0",twc_center_gap,62999,49.919968304278925,0.12666738245636225,1000
B,"Paired views, TWC weight 0",twc_center_gap,63999,50.712361331220286,0.1235073122382164,1000
B,"Paired views, TWC weight 0",twc_center_gap,64999,51.50475435816165,0.12315731312707066,1000
B,"Paired views, TWC weight 0",twc_center_gap,65999,52.29714738510301,0.12584276158735155,1000
B,"Paired views, TWC weight 0",twc_center_gap,66999,53.08954041204437,0.1255273252353072,1000
B,"Paired views, TWC weight 0",twc_center_gap,67999,53.88193343898574,0.12431161372736096,1000
B,"Paired views, TWC weight 0",twc_center_gap,68999,54.6743264659271,0.1252724887765944,1000
B,"Paired views, TWC weight 0",twc_center_gap,69999,55.466719492868464,0.12510027869790794,1000
B,"Paired views, TWC weight 0",twc_center_gap,70999,56.259112519809825,0.12488511177897453,1000
B,"Paired views, TWC weight 0",twc_center_gap,71999,57.05150554675119,0.12315138710662722,1000
B,"Paired views, TWC weight 0",twc_center_gap,72999,57.84389857369255,0.12411490353196859,1000
B,"Paired views, TWC weight 0",twc_center_gap,73999,58.63629160063392,0.12438987116888166,1000
B,"Paired views, TWC weight 0",twc_center_gap,74999,59.42868462757528,0.1249241583570838,1000
B,"Paired views, TWC weight 0",twc_center_gap,75719,59.99920760697306,0.12359223807127112,720
B,"Paired views, TWC weight 0",twc_angle_gap,999,0.7916006339144216,0.26073388589546087,1000
B,"Paired views, TWC weight 0",twc_angle_gap,1999,1.5839936608557845,0.09135479586943984,1000
B,"Paired views, TWC weight 0",twc_angle_gap,2999,2.3763866877971473,0.062269901361316445,1000
B,"Paired views, TWC weight 0",twc_angle_gap,3999,3.1687797147385104,0.047248736603185536,1000
B,"Paired views, TWC weight 0",twc_angle_gap,4999,3.9611727416798734,0.03743400534149259,1000
B,"Paired views, TWC weight 0",twc_angle_gap,5999,4.753565768621236,0.031837662927806376,1000
