run_id,run_label,protocol,time_mode,status,exit_code,log_reached_max_epochs,commit,dirty,seed,init_checkpoint,batch_size,workers,checkpoint_epoch_zero_based,checkpoint_global_step,checkpoint_tensor_count,checkpoint_bytes,checkpoint_sha256,metric_points,loss_epochs,config_sha_match,manifest_sha_match,cadence_pair_match,unexpected_config_differences,train_tracklets,train_frames,val_tracklets,val_frames
random20_true,random20 · true,random20,true,PASS,0,True,473738fa2cf3def246e4e6b1bce35d8692c416c7,False,42,,16,12,59,61080,334,46305756,447f118f213ed0c652ef30da38c0b8e842a2f47a3b2a16e1bc19cff85a5f85fc,24,60,True,True,True,0,243,4074,91,1819
random20_shuffled,random20 · shuffled,random20,shuffled,PASS,0,True,473738fa2cf3def246e4e6b1bce35d8692c416c7,False,42,,16,12,59,61080,334,46306076,1f4e41b3a61d4e3cfadd2b44ab0784705631e8bf357cf439d1f123fee27a8a27,24,60,True,True,True,0,243,4074,91,1819
gap1124_true,gap1124 · true,gap1124,true,PASS,0,True,473738fa2cf3def246e4e6b1bce35d8692c416c7,False,42,,16,12,59,42840,334,46305756,25e37ac61db38ed065e85b9a11a8ef388489ffa807f510528561dd36c032b7d8,24,60,True,True,True,0,243,2856,91,1257
gap1124_shuffled,gap1124 · shuffled,gap1124,shuffled,PASS,0,True,473738fa2cf3def246e4e6b1bce35d8692c416c7,False,42,,16,12,59,42840,334,46306140,760802cbf66683c25bbb140282bfafa5c46a919bb3a8da8c87069053dcc941c2,24,60,True,True,True,0,243,2856,91,1257
