run,family,backend,valid_rows,learned_rmse,cv_rmse,learned_minus_cv_rmse,mean_nll,coverage_95,help_rate,query_delta_t_mean,query_delta_t_std,interpretation
Plain GRU,plain fixed-geometry,GRU,445,48.82716091496972,48.81324577125892,0.01391514371079694,7489.938297723043,0.04943820224719101,0.42696629213483145,0.49888421230101854,0.021491560818203366,"Pure backbone comparison, but old B0 path/protocol is not a formal v25 control."
Plain CfC,plain fixed-geometry,CfC,443,49.12556763497984,49.1443383166557,-0.0187706816758606,11988.80152138688,0.05417607223476298,0.510158013544018,0.49876616232551246,0.0214037891968264,"Pure backbone comparison, but old B0 path/protocol is not a formal v25 control."
RA-PMM GRU,RA-PMM multi-change,GRU,436,5.316178259458588,5.3174504635249775,-0.001272204066389726,3.766169460093798,0.7775229357798165,0.5022935779816514,0.49874710107068404,0.021574768855344144,Not a CfC-only comparison: uncertainty objective and dynamic geometry also changed.
RA-PMM CfC,RA-PMM multi-change,CfC,447,5.076223716857202,5.081657716630311,-0.0054339997731096545,4.015107362831914,0.6957494407158836,0.5480984340044742,0.49877725938289225,0.021307925458945925,Not a CfC-only comparison: uncertainty objective and dynamic geometry also changed.
